	_id	topicCategory
57343	pmid32562796	Treatment
57344	pmid32562764	Treatment
57345	pmid32562762	Treatment
57346	pmid32562746	Treatment
57347	pmid32562741	Treatment
57348	pmid32562705	Treatment
57349	pmid32562701	Treatment
57350	pmid32562629	Treatment
57351	pmid32562561	Treatment
57352	pmid32562554	Treatment
57353	pmid32562550	Treatment
57354	pmid32562483	Treatment
57355	pmid32562480	Treatment
57356	pmid32562427	Treatment
57357	pmid32562278	Treatment
57358	pmid32562276	Treatment
57359	pmid32562159	Treatment
57360	pmid32561979	Treatment
57361	pmid32561873	Treatment
57362	pmid32561706	Treatment
57363	pmid32561692	Treatment
57364	pmid32561657	Treatment
57365	pmid32561608	Treatment
57366	pmid32561465	Treatment
57367	pmid32561464	Treatment
57368	pmid32561401	Treatment
57369	pmid32561317	Treatment
57370	pmid32561291	Treatment
57371	pmid32561274	Treatment
57372	pmid32561270	Treatment
57373	pmid32561269	Treatment
57374	pmid32561148	Treatment
57375	pmid32561129	Treatment
57376	pmid32561113	Treatment
57377	pmid32560765	Treatment
57378	pmid32560746	Treatment
57379	pmid32560745	Treatment
57380	pmid32560744	Treatment
57381	pmid32560707	Treatment
57382	pmid32560665	Treatment
57383	pmid32560658	Treatment
57384	pmid32560382	Treatment
57385	pmid32560340	Treatment
57386	pmid32560227	Treatment
57387	pmid32560203	Treatment
57388	pmid32560091	Treatment
57389	pmid32559820	Treatment
57390	pmid32559801	Treatment
57391	pmid32559771	Treatment
57392	pmid32559767	Treatment
57393	pmid32559762	Treatment
57394	pmid32559589	Treatment
57395	pmid32559452	Treatment
57396	pmid32559420	Treatment
57397	pmid32559419	Treatment
57398	pmid32559343	Treatment
57399	pmid32559324	Treatment
57400	pmid32559309	Treatment
57401	pmid32559285	Treatment
57402	pmid32559282	Treatment
57403	pmid32559180	Treatment
57404	pmid32559026	Treatment
57405	pmid32558963	Treatment
57406	pmid32558961	Treatment
57407	pmid32558956	Treatment
57408	pmid32558922	Treatment
57409	pmid32558905	Treatment
57410	pmid32558877	Treatment
57411	pmid32558697	Treatment
57412	pmid32558696	Treatment
57413	pmid32558641	Treatment
57414	pmid32558640	Treatment
57415	pmid32558620	Treatment
57416	pmid32558483	Treatment
57417	pmid32558474	Treatment
57418	pmid32558435	Treatment
57419	pmid32558354	Treatment
57420	pmid32558211	Treatment
57421	pmid32558210	Treatment
57422	pmid32558198	Treatment
57423	pmid32558193	Treatment
57424	pmid32558150	Treatment
57425	pmid32558124	Treatment
57426	pmid32558075	Treatment
57427	pmid32558034	Treatment
57428	pmid32557955	Treatment
57429	pmid32557789	Treatment
57430	pmid32557771	Treatment
57431	pmid32557648	Treatment
57432	pmid32557611	Treatment
57433	pmid32557557	Treatment
57434	pmid32557555	Treatment
57435	pmid32557541	Treatment
57436	pmid32557535	Treatment
57437	pmid32557449	Treatment
57438	pmid32557405	Treatment
57439	pmid32557383	Treatment
57440	pmid32557332	Treatment
57441	pmid32557325	Treatment
57442	pmid32557271	Treatment
57443	pmid32557270	Treatment
57444	pmid32557214	Treatment
57445	pmid32557011	Treatment
57446	pmid32556942	Treatment
57447	pmid32556936	Treatment
57448	pmid32556892	Treatment
57449	pmid32556875	Treatment
57450	pmid32556572	Treatment
57451	pmid32556334	Treatment
57452	pmid32556323	Treatment
57453	pmid32556293	Treatment
57454	pmid32556278	Treatment
57455	pmid32556272	Treatment
57456	pmid32556143	Treatment
57457	pmid32556101	Treatment
57458	pmid32556054	Treatment
57459	pmid32556027	Treatment
57460	pmid32555985	Treatment
57461	pmid32555983	Treatment
57462	pmid32555974	Treatment
57463	pmid32555949	Treatment
57464	pmid32555948	Treatment
57465	pmid32555674	Treatment
57466	pmid32555564	Treatment
57467	pmid32555563	Treatment
57468	pmid32555547	Treatment
57469	pmid32555539	Treatment
57470	pmid32555466	Treatment
57471	pmid32555446	Treatment
57472	pmid32555413	Treatment
57473	pmid32555401	Treatment
57474	pmid32555388	Treatment
57475	pmid32555369	Treatment
57476	pmid32555321	Treatment
57477	pmid32555296	Treatment
57478	pmid32555145	Treatment
57479	pmid32555034	Treatment
57480	pmid32555006	Treatment
57481	pmid32554992	Treatment
57482	pmid32554965	Treatment
57483	pmid32554953	Treatment
57484	pmid32554923	Treatment
57485	pmid32554907	Treatment
57486	pmid32554879	Treatment
57487	pmid32554861	Treatment
57488	pmid32554832	Treatment
57489	pmid32554825	Treatment
57490	pmid32554697	Treatment
57491	pmid32554629	Treatment
57492	pmid32554538	Treatment
57493	pmid32554535	Treatment
57494	pmid32554533	Treatment
57495	pmid32554532	Treatment
57496	pmid32554340	Treatment
57497	pmid32554336	Treatment
57498	pmid32554324	Treatment
57499	pmid32554284	Treatment
57500	pmid32554251	Treatment
57501	pmid32554149	Treatment
57502	pmid32554082	Treatment
57503	pmid32553928	Treatment
57504	pmid32553910	Treatment
57505	pmid32553908	Treatment
57506	pmid32553907	Treatment
57507	pmid32553905	Treatment
57508	pmid32553873	Treatment
57509	pmid32553861	Treatment
57510	pmid32553766	Treatment
57511	pmid32553764	Treatment
57512	pmid32553760	Treatment
57513	pmid32553759	Treatment
57514	pmid32553714	Treatment
57515	pmid32553599	Treatment
57516	pmid32553587	Treatment
57517	pmid32553545	Treatment
57518	pmid32553536	Treatment
57519	pmid32553503	Treatment
57520	pmid32553431	Treatment
57521	pmid32553273	Treatment
57522	pmid32553190	Treatment
57523	pmid32553163	Treatment
57524	pmid32552872	Treatment
57525	pmid32552848	Treatment
57526	pmid32552832	Treatment
57527	pmid32552642	Treatment
57528	pmid32552595	Treatment
57529	pmid32552534	Treatment
57530	pmid32552462	Treatment
57531	pmid32552361	Treatment
57532	pmid32552307	Treatment
57533	pmid32552140	Treatment
57534	pmid32552044	Treatment
57535	pmid32551892	Treatment
57536	pmid32551883	Treatment
57537	pmid32551880	Treatment
57538	pmid32551862	Treatment
57539	pmid32551855	Treatment
57540	pmid32551814	Treatment
57541	pmid32551807	Treatment
57542	pmid32551792	Treatment
57543	pmid32551679	Treatment
57544	pmid32551652	Treatment
57545	pmid32551648	Treatment
57546	pmid32551639	Treatment
57547	pmid32551560	Treatment
57548	pmid32551464	Treatment
57549	pmid32551457	Treatment
57550	pmid32551456	Treatment
57551	pmid32551437	Treatment
57552	pmid32551409	Treatment
57553	pmid32551150	Treatment
57554	pmid32551127	Treatment
57555	pmid32550705	Treatment
57556	pmid32550702	Treatment
57557	pmid32550259	Treatment
57558	pmid32550240	Treatment
57559	pmid32550141	Treatment
57560	pmid32550078	Treatment
57561	pmid32550069	Treatment
57562	pmid32550056	Treatment
57563	pmid32550040	Treatment
57564	pmid32549531	Treatment
57565	pmid32549297	Treatment
57566	pmid32549293	Treatment
57567	pmid32549229	Treatment
57568	pmid32549200	Treatment
57569	pmid32549125	Treatment
57570	pmid32548995	Treatment
57571	pmid32548723	Treatment
57572	pmid32548679	Treatment
57573	pmid32548616	Treatment
57574	pmid32548551	Treatment
57575	pmid32548259	Treatment
57576	pmid32547908	Treatment
57577	pmid32547891	Treatment
57578	pmid32547788	Treatment
57579	pmid32547717	Treatment
57580	pmid32547694	Treatment
57581	pmid32547693	Treatment
57582	pmid32547625	Treatment
57583	pmid32547323	Treatment
57584	pmid32547039	Treatment
57585	pmid32546835	Treatment
57586	pmid32546764	Treatment
57587	pmid32546725	Treatment
57588	pmid32546655	Treatment
57589	pmid32546606	Treatment
57590	pmid32546603	Treatment
57591	pmid32546602	Treatment
57592	pmid32546598	Treatment
57593	pmid32546571	Treatment
57594	pmid32546478	Treatment
57595	pmid32546457	Treatment
57596	pmid32546446	Treatment
57597	pmid32546437	Treatment
57598	pmid32546258	Treatment
57599	pmid32546230	Treatment
57600	pmid32546195	Treatment
57601	pmid32546188	Treatment
57602	pmid32546125	Treatment
57603	pmid32546047	Treatment
57604	pmid32546018	Treatment
57605	pmid32545799	Treatment
57606	pmid32545714	Treatment
57607	pmid32545556	Treatment
57608	pmid32545518	Treatment
57609	pmid32545268	Treatment
57610	pmid32544911	Treatment
57611	pmid32544884	Treatment
57612	pmid32544867	Treatment
57613	pmid32544837	Treatment
57614	pmid32544802	Treatment
57615	pmid32544799	Treatment
57616	pmid32544622	Treatment
57617	pmid32544615	Treatment
57618	pmid32544611	Treatment
57619	pmid32544563	Treatment
57620	pmid32544435	Treatment
57621	pmid32544429	Treatment
57622	pmid32544372	Treatment
57623	pmid32544304	Treatment
57624	pmid32544252	Treatment
57625	pmid32544216	Treatment
57626	pmid32544155	Treatment
57627	pmid32544146	Treatment
57628	pmid32544099	Treatment
57629	pmid32544071	Treatment
57630	pmid32544034	Treatment
57631	pmid32544024	Treatment
57632	pmid32543978	Treatment
57633	pmid32543971	Treatment
57634	pmid32543892	Treatment
57635	pmid32543882	Treatment
57636	pmid32543802	Treatment
57637	pmid32543745	Treatment
57638	pmid32543740	Treatment
57639	pmid32543710	Treatment
57640	pmid32543703	Treatment
57641	pmid32543702	Treatment
57642	pmid32543297	Treatment
57643	pmid32543296	Treatment
57644	pmid32543208	Treatment
57645	pmid32543196	Treatment
57646	pmid32543164	Treatment
57647	pmid32543119	Treatment
57648	pmid32542964	Treatment
57649	pmid32542883	Treatment
57650	pmid32542847	Treatment
57651	pmid32542842	Treatment
57652	pmid32542802	Treatment
57653	pmid32542785	Treatment
57654	pmid32542716	Treatment
57655	pmid32542652	Treatment
57656	pmid32542501	Treatment
57657	pmid32542496	Treatment
57658	pmid32542464	Treatment
57659	pmid32542429	Treatment
57660	pmid32542396	Treatment
57661	pmid32542337	Treatment
57662	pmid32542213	Treatment
57663	pmid32542212	Treatment
57664	pmid32542211	Treatment
57665	pmid32542210	Treatment
57666	pmid32542209	Treatment
57667	pmid32542131	Treatment
57668	pmid32541972	Treatment
57669	pmid32541908	Treatment
57670	pmid32541865	Treatment
57671	pmid32541836	Treatment
57672	pmid32541570	Treatment
57673	pmid32541567	Treatment
57674	pmid32541496	Treatment
57675	pmid32541495	Treatment
57676	pmid32541475	Treatment
57677	pmid32541352	Treatment
57678	pmid32541255	Treatment
57679	pmid32541247	Treatment
57680	pmid32541129	Treatment
57681	pmid32541128	Treatment
57682	pmid32541085	Treatment
57683	pmid32540904	Treatment
57684	pmid32540903	Treatment
57685	pmid32540902	Treatment
57686	pmid32540901	Treatment
57687	pmid32540900	Treatment
57688	pmid32540850	Treatment
57689	pmid32540792	Treatment
57690	pmid32540737	Treatment
57691	pmid32540736	Treatment
57692	pmid32540733	Treatment
57693	pmid32540605	Treatment
57694	pmid32540604	Treatment
57695	pmid32540603	Treatment
57696	pmid32540495	Treatment
57697	pmid32540481	Treatment
57698	pmid32540459	Treatment
57699	pmid32540428	Treatment
57700	pmid32540396	Treatment
57701	pmid32540370	Treatment
57702	pmid32540367	Treatment
57703	pmid32540345	Treatment
57704	pmid32540271	Treatment
57705	pmid32540268	Treatment
57706	pmid32540245	Treatment
57707	pmid32540156	Treatment
57708	pmid32540142	Treatment
57709	pmid32539942	Treatment
57710	pmid32539863	Treatment
57711	pmid32539827	Treatment
57712	pmid32539647	Treatment
57713	pmid32539627	Treatment
57714	pmid32539541	Treatment
57715	pmid32539521	Treatment
57716	pmid32539520	Treatment
57717	pmid32539446	Treatment
57718	pmid32539378	Treatment
57719	pmid32539372	Treatment
57720	pmid32539282	Treatment
57721	pmid32539257	Treatment
57722	pmid32539093	Treatment
57723	pmid32539019	Treatment
57724	pmid32538996	Treatment
57725	pmid32538995	Treatment
57726	pmid32538857	Treatment
57727	pmid32538855	Treatment
57728	pmid32538831	Treatment
57729	pmid32538775	Treatment
57730	pmid32538738	Treatment
57731	pmid32538717	Treatment
57732	pmid32538594	Treatment
57733	pmid32538591	Treatment
57734	pmid32538276	Treatment
57735	pmid32538209	Treatment
57736	pmid32538004	Treatment
57737	pmid32538003	Treatment
57738	pmid32537961	Treatment
57739	pmid32537960	Treatment
57740	pmid32537957	Treatment
57741	pmid32537956	Treatment
57742	pmid32537954	Treatment
57743	pmid32537852	Treatment
57744	pmid32537662	Treatment
57745	pmid32537610	Treatment
57746	pmid32537526	Treatment
57747	pmid32537482	Treatment
57748	pmid32537481	Treatment
57749	pmid32537135	Treatment
57750	pmid32537133	Treatment
57751	pmid32537129	Treatment
57752	pmid32536989	Treatment
57753	pmid32536988	Treatment
57754	pmid32536965	Treatment
57755	pmid32536734	Treatment
57756	pmid32536693	Treatment
57757	pmid32536672	Treatment
57758	pmid32536670	Treatment
57759	pmid32536632	Treatment
57760	pmid32536612	Treatment
57761	pmid32536610	Treatment
57762	pmid32536565	Treatment
57763	pmid32536564	Treatment
57764	pmid32536480	Treatment
57765	pmid32536457	Treatment
57766	pmid32536367	Treatment
57767	pmid32536226	Treatment
57768	pmid32536208	Treatment
57769	pmid32536162	Treatment
57770	pmid32536150	Treatment
57771	pmid32535955	Treatment
57772	pmid32535939	Treatment
57773	pmid32535894	Treatment
57774	pmid32535885	Treatment
57775	pmid32535877	Treatment
57776	pmid32535757	Treatment
57777	pmid32535752	Treatment
57778	pmid32535732	Treatment
57779	pmid32535705	Treatment
57780	pmid32535597	Treatment
57781	pmid32535573	Treatment
57782	pmid32535547	Treatment
57783	pmid32535456	Treatment
57784	pmid32535232	Treatment
57785	pmid32535188	Treatment
57786	pmid32535155	Treatment
57787	pmid32535147	Treatment
57788	pmid32535142	Treatment
57789	pmid32535095	Treatment
57790	pmid32535093	Treatment
57791	pmid32535080	Treatment
57792	pmid32535078	Treatment
57793	pmid32535032	Treatment
57794	pmid32534947	Treatment
57795	pmid32534944	Treatment
57796	pmid32534867	Treatment
57797	pmid32534848	Treatment
57798	pmid32534807	Treatment
57799	pmid32534688	Treatment
57800	pmid32534513	Treatment
57801	pmid32534509	Treatment
57802	pmid32534506	Treatment
57803	pmid32534505	Treatment
57804	pmid32534467	Treatment
57805	pmid32534451	Treatment
57806	pmid32534369	Treatment
57807	pmid32534341	Treatment
57808	pmid32534340	Treatment
57809	pmid32534337	Treatment
57810	pmid32534336	Treatment
57811	pmid32534328	Treatment
57812	pmid32534226	Treatment
57813	pmid32534189	Treatment
57814	pmid32534188	Treatment
57815	pmid32534187	Treatment
57816	pmid32534186	Treatment
57817	pmid32534175	Treatment
57818	pmid32534130	Treatment
57819	pmid32534129	Treatment
57820	pmid32534109	Treatment
57821	pmid32534094	Treatment
57822	pmid32533990	Treatment
57823	pmid32533989	Treatment
57824	pmid32533988	Treatment
57825	pmid32533986	Treatment
57826	pmid32533957	Treatment
57827	pmid32533920	Treatment
57828	pmid32533824	Treatment
57829	pmid32533795	Treatment
57830	pmid32533777	Treatment
57831	pmid32533673	Treatment
57832	pmid32533669	Treatment
57833	pmid32533667	Treatment
57834	pmid32533592	Treatment
57835	pmid32533585	Treatment
57836	pmid32533508	Treatment
57837	pmid32533455	Treatment
57838	pmid32533443	Treatment
57839	pmid32533292	Treatment
57840	pmid32533263	Treatment
57841	pmid32533197	Treatment
57842	pmid32533125	Treatment
57843	pmid32533111	Treatment
57844	pmid32533109	Treatment
57845	pmid32533071	Treatment
57846	pmid32533062	Treatment
57847	pmid32532959	Treatment
57848	pmid32532945	Treatment
57849	pmid32532944	Treatment
57850	pmid32532939	Treatment
57851	pmid32532936	Treatment
57852	pmid32532932	Treatment
57853	pmid32532805	Treatment
57854	pmid32532804	Treatment
57855	pmid32532764	Treatment
57856	pmid32532759	Treatment
57857	pmid32532758	Treatment
57858	pmid32532753	Treatment
57859	pmid32532691	Treatment
57860	pmid32532661	Treatment
57861	pmid32532623	Treatment
57862	pmid32532620	Treatment
57863	pmid32532524	Treatment
57864	pmid32532461	Treatment
57865	pmid32532449	Treatment
57866	pmid32532425	Treatment
57867	pmid32532356	Treatment
57868	pmid32532353	Treatment
57869	pmid32532318	Treatment
57870	pmid32532094	Treatment
57871	pmid32532085	Treatment
57872	pmid32532069	Treatment
57873	pmid32531955	Treatment
57874	pmid32531808	Treatment
57875	pmid32531806	Treatment
57876	pmid32531713	Treatment
57877	pmid32531539	Treatment
57878	pmid32531538	Treatment
57879	pmid32531537	Treatment
57880	pmid32531536	Treatment
57881	pmid32531399	Treatment
57882	pmid32531372	Treatment
57883	pmid32531352	Treatment
57884	pmid32531325	Treatment
57885	pmid32531323	Treatment
57886	pmid32531257	Treatment
57887	pmid32531256	Treatment
57888	pmid32531236	Treatment
57889	pmid32531235	Treatment
57890	pmid32531138	Treatment
57891	pmid32531129	Treatment
57892	pmid32531123	Treatment
57893	pmid32531085	Treatment
57894	pmid32531040	Treatment
57895	pmid32530870	Treatment
57896	pmid32530776	Treatment
57897	pmid32530509	Treatment
57898	pmid32530494	Treatment
57899	pmid32530493	Treatment
57900	pmid32530454	Treatment
57901	pmid32530438	Treatment
57902	pmid32530428	Treatment
57903	pmid32530411	Treatment
57904	pmid32530408	Treatment
57905	pmid32530389	Treatment
57906	pmid32530369	Treatment
57907	pmid32530284	Treatment
57908	pmid32530282	Treatment
57909	pmid32529963	Treatment
57910	pmid32529952	Treatment
57911	pmid32529866	Treatment
57912	pmid32529822	Treatment
57913	pmid32529774	Treatment
57914	pmid32529737	Treatment
57915	pmid32529545	Treatment
57916	pmid32529517	Treatment
57917	pmid32529477	Treatment
57918	pmid32529474	Treatment
57919	pmid32529358	Treatment
57920	pmid32529218	Treatment
57921	pmid32529116	Treatment
57922	pmid32529041	Treatment
57923	pmid32528770	Treatment
57924	pmid32528760	Treatment
57925	pmid32528732	Treatment
57926	pmid32528621	Treatment
57927	pmid32528233	Treatment
57928	pmid32528195	Treatment
57929	pmid32528194	Treatment
57930	pmid32528138	Treatment
57931	pmid32528136	Treatment
57932	pmid32528040	Treatment
57933	pmid32527987	Treatment
57934	pmid32527928	Treatment
57935	pmid32527925	Treatment
57936	pmid32527868	Treatment
57937	pmid32527823	Treatment
57938	pmid32527819	Treatment
57939	pmid32527802	Treatment
57940	pmid32527763	Treatment
57941	pmid32527756	Treatment
57942	pmid32527713	Treatment
57943	pmid32527699	Treatment
57944	pmid32527576	Treatment
57945	pmid32527348	Treatment
57946	pmid32527347	Treatment
57947	pmid32527346	Treatment
57948	pmid32527345	Treatment
57949	pmid32527344	Treatment
57950	pmid32527342	Treatment
57951	pmid32527341	Treatment
57952	pmid32527340	Treatment
57953	pmid32527304	Treatment
57954	pmid32527302	Treatment
57955	pmid32527297	Treatment
57956	pmid32527286	Treatment
57957	pmid32527257	Treatment
57958	pmid32527255	Treatment
57959	pmid32527073	Treatment
57960	pmid32526960	Treatment
57961	pmid32526774	Treatment
57962	pmid32526773	Treatment
57963	pmid32526763	Treatment
57964	pmid32526698	Treatment
57965	pmid32526511	Treatment
57966	pmid32526507	Treatment
57967	pmid32526460	Treatment
57968	pmid32526372	Treatment
57969	pmid32526370	Treatment
57970	pmid32526326	Treatment
57971	pmid32526282	Treatment
57972	pmid32526275	Treatment
57973	pmid32526273	Treatment
57974	pmid32526272	Treatment
57975	pmid32526252	Treatment
57976	pmid32526224	Treatment
57977	pmid32526208	Treatment
57978	pmid32526206	Treatment
57979	pmid32526193	Treatment
57980	pmid32526093	Treatment
57981	pmid32526083	Treatment
57982	pmid32526079	Treatment
57983	pmid32526061	Treatment
57984	pmid32526046	Treatment
57985	pmid32526039	Treatment
57986	pmid32526012	Treatment
57987	pmid32525844	Treatment
57988	pmid32525830	Treatment
57989	pmid32525828	Treatment
57990	pmid32525813	Treatment
57991	pmid32525715	Treatment
57992	pmid32525706	Treatment
57993	pmid32525700	Treatment
57994	pmid32525650	Treatment
57995	pmid32525644	Treatment
57996	pmid32525600	Treatment
57997	pmid32525587	Treatment
57998	pmid32525575	Treatment
57999	pmid32525565	Treatment
58000	pmid32525519	Treatment
58001	pmid32525467	Treatment
58002	pmid32525070	Treatment
58003	pmid32525005	Treatment
58004	pmid32525000	Treatment
58005	pmid32524843	Treatment
58006	pmid32524832	Treatment
58007	pmid32524786	Treatment
58008	pmid32524732	Treatment
58009	pmid32524715	Treatment
58010	pmid32524646	Treatment
58011	pmid32524645	Treatment
58012	pmid32524611	Treatment
58013	pmid32524516	Treatment
58014	pmid32524373	Treatment
58015	pmid32524333	Treatment
58016	pmid32524253	Treatment
58017	pmid32523963	Treatment
58018	pmid32523637	Treatment
58019	pmid32523611	Treatment
58020	pmid32523151	Treatment
58021	pmid32523150	Treatment
58022	pmid32523147	Treatment
58023	pmid32523145	Treatment
58024	pmid32523141	Treatment
58025	pmid32523133	Treatment
58026	pmid32523109	Treatment
58027	pmid32522874	Treatment
58028	pmid32522846	Treatment
58029	pmid32522810	Treatment
58030	pmid32522674	Treatment
58031	pmid32522666	Treatment
58032	pmid32522617	Treatment
58033	pmid32522574	Treatment
58034	pmid32522559	Treatment
58035	pmid32522556	Treatment
58036	pmid32522507	Treatment
58037	pmid32522400	Treatment
58038	pmid32522282	Treatment
58039	pmid32522278	Treatment
58040	pmid32522207	Treatment
58041	pmid32522191	Treatment
58042	pmid32522067	Treatment
58043	pmid32522050	Treatment
58044	pmid32521953	Treatment
58045	pmid32521771	Treatment
58046	pmid32521760	Treatment
58047	pmid32521707	Treatment
58048	pmid32521619	Treatment
58049	pmid32521584	Treatment
58050	pmid32521580	Treatment
58051	pmid32521191	Treatment
58052	pmid32521159	Treatment
58053	pmid32521120	Treatment
58054	pmid32521074	Treatment
58055	pmid32520981	Treatment
58056	pmid32520770	Treatment
58057	pmid32520683	Treatment
58058	pmid32520599	Treatment
58059	pmid32520225	Treatment
58060	pmid32520160	Treatment
58061	pmid32520159	Treatment
58062	pmid32520071	Treatment
58063	pmid32520031	Treatment
58064	pmid32519978	Treatment
58065	pmid32519944	Treatment
58066	pmid32519895	Treatment
58067	pmid32519894	Treatment
58068	pmid32519892	Treatment
58069	pmid32519842	Treatment
58070	pmid32519791	Treatment
58071	pmid32519786	Treatment
58072	pmid32519779	Treatment
58073	pmid32519764	Treatment
58074	pmid32519753	Treatment
58075	pmid32519613	Treatment
58076	pmid32519576	Treatment
58077	pmid32519505	Treatment
58078	pmid32519352	Treatment
58079	pmid32519302	Treatment
58080	pmid32519281	Treatment
58081	pmid32519258	Treatment
58082	pmid32519174	Treatment
58083	pmid32519164	Treatment
58084	pmid32519117	Treatment
58085	pmid32519064	Treatment
58086	pmid32519004	Treatment
58087	pmid32518941	Treatment
58088	pmid32518920	Treatment
58089	pmid32518636	Treatment
58090	pmid32518634	Treatment
58091	pmid32518555	Treatment
58092	pmid32518419	Treatment
58093	pmid32518317	Treatment
58094	pmid32518212	Treatment
58095	pmid32518172	Treatment
58096	pmid32518171	Treatment
58097	pmid32518045	Treatment
58098	pmid32517963	Treatment
58099	pmid32517882	Treatment
58100	pmid32517822	Treatment
58101	pmid32517796	Treatment
58102	pmid32517786	Treatment
58103	pmid32517783	Treatment
58104	pmid32517773	Treatment
58105	pmid32517353	Treatment
58106	pmid32517266	Treatment
58107	pmid32516861	Treatment
58108	pmid32516839	Treatment
58109	pmid32516818	Treatment
58110	pmid32516797	Treatment
58111	pmid32516772	Treatment
58112	pmid32516733	Treatment
58113	pmid32516704	Treatment
58114	pmid32516655	Treatment
58115	pmid32516571	Treatment
58116	pmid32516506	Treatment
58117	pmid32516462	Treatment
58118	pmid32516444	Treatment
58119	pmid32516429	Treatment
58120	pmid32516274	Treatment
58121	pmid32516166	Treatment
58122	pmid32516041	Treatment
58123	pmid32515988	Treatment
58124	pmid32515982	Treatment
58125	pmid32515974	Treatment
58126	pmid32515802	Treatment
58127	pmid32515570	Treatment
58128	pmid32515499	Treatment
58129	pmid32515404	Treatment
58130	pmid32515395	Treatment
58131	pmid32515389	Treatment
58132	pmid32515386	Treatment
58133	pmid32515384	Treatment
58134	pmid32515383	Treatment
58135	pmid32515382	Treatment
58136	pmid32515380	Treatment
58137	pmid32515374	Treatment
58138	pmid32515339	Treatment
58139	pmid32515253	Treatment
58140	pmid32515168	Treatment
58141	pmid32515033	Treatment
58142	pmid32515023	Treatment
58143	pmid32514935	Treatment
58144	pmid32514902	Treatment
58145	pmid32514859	Treatment
58146	pmid32514817	Treatment
58147	pmid32514696	Treatment
58148	pmid32514689	Treatment
58149	pmid32514683	Treatment
58150	pmid32514594	Treatment
58151	pmid32514592	Treatment
58152	pmid32514586	Treatment
58153	pmid32514430	Treatment
58154	pmid32514287	Treatment
58155	pmid32514228	Treatment
58156	pmid32514174	Treatment
58157	pmid32514077	Treatment
58158	pmid32514047	Treatment
58159	pmid32513989	Treatment
58160	pmid32513951	Treatment
58161	pmid32513867	Treatment
58162	pmid32513850	Treatment
58163	pmid32513807	Treatment
58164	pmid32513798	Treatment
58165	pmid32513797	Treatment
58166	pmid32513791	Treatment
58167	pmid32513665	Treatment
58168	pmid32513650	Treatment
58169	pmid32513613	Treatment
58170	pmid32513566	Treatment
58171	pmid32513532	Treatment
58172	pmid32513514	Treatment
58173	pmid32513308	Treatment
58174	pmid32513302	Treatment
58175	pmid32513299	Treatment
58176	pmid32513290	Treatment
58177	pmid32513289	Treatment
58178	pmid32513285	Treatment
58179	pmid32513284	Treatment
58180	pmid32513242	Treatment
58181	pmid32513232	Treatment
58182	pmid32513231	Treatment
58183	pmid32513225	Treatment
58184	pmid32513202	Treatment
58185	pmid32512979	Treatment
58186	pmid32512950	Treatment
58187	pmid32512929	Treatment
58188	pmid32512702	Treatment
58189	pmid32512688	Treatment
58190	pmid32512589	Treatment
58191	pmid32512588	Treatment
58192	pmid32512587	Treatment
58193	pmid32512586	Treatment
58194	pmid32512494	Treatment
58195	pmid32512493	Treatment
58196	pmid32512491	Treatment
58197	pmid32512490	Treatment
58198	pmid32512383	Treatment
58199	pmid32512291	Treatment
58200	pmid32512290	Treatment
58201	pmid32512289	Treatment
58202	pmid32512271	Treatment
58203	pmid32512263	Treatment
58204	pmid32512122	Treatment
58205	pmid32512089	Treatment
58206	pmid32512022	Treatment
58207	pmid32512007	Treatment
58208	pmid32511972	Treatment
58209	pmid32511971	Treatment
58210	pmid32511943	Treatment
58211	pmid32511912	Treatment
58212	pmid32511867	Treatment
58213	pmid32511784	Treatment
58214	pmid32511763	Treatment
58215	pmid32511751	Treatment
58216	pmid32511678	Treatment
58217	pmid32511676	Treatment
58218	pmid32511673	Treatment
58219	pmid32511245	Treatment
58220	pmid32511066	Treatment
58221	pmid32511033	Treatment
58222	pmid32510978	Treatment
58223	pmid32510975	Treatment
58224	pmid32510973	Treatment
58225	pmid32510972	Treatment
58226	pmid32510814	Treatment
58227	pmid32510799	Treatment
58228	pmid32510734	Treatment
58229	pmid32510598	Treatment
58230	pmid32510562	Treatment
58231	pmid32510470	Treatment
58232	pmid32510244	Treatment
58233	pmid32510173	Treatment
58234	pmid32510169	Treatment
58235	pmid32510142	Treatment
58236	pmid32509819	Treatment
58237	pmid32509818	Treatment
58238	pmid32509338	Treatment
58239	pmid32509258	Treatment
58240	pmid32509205	Treatment
58241	pmid32508311	Treatment
58242	pmid32508193	Treatment
58243	pmid32508168	Treatment
58244	pmid32508078	Treatment
58245	pmid32508062	Treatment
58246	pmid32508034	Treatment
58247	pmid32508024	Treatment
58248	pmid32508022	Treatment
58249	pmid32508009	Treatment
58250	pmid32507883	Treatment
58251	pmid32507608	Treatment
58252	pmid32507536	Treatment
58253	pmid32507520	Treatment
58254	pmid32507409	Treatment
58255	pmid32507110	Treatment
58256	pmid32507102	Treatment
58257	pmid32506865	Treatment
58258	pmid32506862	Treatment
58259	pmid32506775	Treatment
58260	pmid32506768	Treatment
58261	pmid32506743	Treatment
58262	pmid32506699	Treatment
58263	pmid32506621	Treatment
58264	pmid32506258	Treatment
58265	pmid32506195	Treatment
58266	pmid32506145	Treatment
58267	pmid32506122	Treatment
58268	pmid32506110	Treatment
58269	pmid32505911	Treatment
58270	pmid32505910	Treatment
58271	pmid32505909	Treatment
58272	pmid32505846	Treatment
58273	pmid32505834	Treatment
58274	pmid32505821	Treatment
