	topicCategory	_id
111	Behavioral Research	pmid32674226
111	Behavioral Research	pmid34068354
111	Behavioral Research	pmid33741147
111	Behavioral Research	pmid33063660
111	Behavioral Research	pmid33674193
111	Behavioral Research	pmid33576420
111	Behavioral Research	pmid33950076
111	Behavioral Research	pmid32837900
111	Behavioral Research	pmid32779108
111	Behavioral Research	pmid33780416
111	Behavioral Research	pmid32944361
111	Behavioral Research	pmid33467284
111	Behavioral Research	pmid34149705
111	Behavioral Research	pmid33422812
111	Behavioral Research	pmid34144451
111	Behavioral Research	pmid33849131
111	Behavioral Research	pmid33326636
111	Behavioral Research	pmid33802743
111	Behavioral Research	pmid33399785
111	Behavioral Research	pmid32837027
111	Behavioral Research	pmid32620191
111	Behavioral Research	pmid33493126
111	Behavioral Research	pmid32871499
111	Behavioral Research	pmid32405259
111	Behavioral Research	pmid33045426
111	Behavioral Research	pmid34154934
111	Behavioral Research	pmid33075299
111	Behavioral Research	pmid34019476
111	Behavioral Research	pmid33845867
111	Behavioral Research	pmid34152670
111	Behavioral Research	pmid33731066
111	Behavioral Research	pmid33447480
111	Behavioral Research	pmid33887549
111	Behavioral Research	pmid33085714
111	Behavioral Research	pmid34089883
111	Behavioral Research	pmid33901750
111	Behavioral Research	pmid33433081
111	Behavioral Research	pmid33791480
111	Behavioral Research	pmid34157781
111	Behavioral Research	pmid33933379
111	Behavioral Research	pmid33526540
111	Behavioral Research	pmid32934824
111	Behavioral Research	pmid32682491
111	Behavioral Research	pmid32441248
111	Behavioral Research	pmid34072563
111	Behavioral Research	pmid32347205
111	Behavioral Research	pmid32944360
111	Behavioral Research	pmid33458562
111	Behavioral Research	pmid32361216
111	Behavioral Research	pmid32484776
111	Behavioral Research	pmid33773474
111	Behavioral Research	pmid33678579
111	Behavioral Research	pmid33827103
111	Behavioral Research	pmid33572669
111	Behavioral Research	pmid32773300
111	Behavioral Research	pmid33293263
111	Behavioral Research	pmid32368715
111	Behavioral Research	pmid32350105
111	Behavioral Research	pmid33070000
111	Behavioral Research	pmid33400700
111	Behavioral Research	pmid33467514
111	Behavioral Research	pmid33722134
111	Behavioral Research	pmid33327556
111	Behavioral Research	pmid33008491
111	Behavioral Research	pmid34016619
111	Behavioral Research	pmid33467418
111	Behavioral Research	pmid33550849
111	Behavioral Research	pmid33303503
111	Behavioral Research	pmid32573293
111	Behavioral Research	pmid33381286
111	Behavioral Research	pmid32493475
111	Behavioral Research	pmid33771061
111	Behavioral Research	pmid32950880
111	Behavioral Research	pmid33892451
111	Behavioral Research	pmid33671816
111	Behavioral Research	pmid33538311
111	Behavioral Research	pmid32838116
111	Behavioral Research	pmid33530315
111	Behavioral Research	pmid32349382
111	Behavioral Research	pmid34104854
111	Behavioral Research	pmid34078869
111	Behavioral Research	pmid34121976
111	Behavioral Research	pmid34091577
111	Behavioral Research	pmid32780012
111	Behavioral Research	pmid34100767
111	Behavioral Research	pmid33735823
111	Behavioral Research	pmid33338699
111	Behavioral Research	pmid33947357
111	Behavioral Research	pmid32621581
111	Behavioral Research	pmid33339516
111	Behavioral Research	pmid34063082
111	Behavioral Research	pmid32986086
111	Behavioral Research	pmid33031727
111	Behavioral Research	pmid34049042
111	Behavioral Research	pmid33362929
111	Behavioral Research	pmid33903803
111	Behavioral Research	pmid33797548
111	Behavioral Research	pmid33064638
111	Behavioral Research	pmid32755113
111	Behavioral Research	pmid33015537
111	Behavioral Research	pmid33407347
111	Behavioral Research	pmid33061507
111	Behavioral Research	pmid32472191
111	Behavioral Research	pmid32667157
111	Behavioral Research	pmid33488489
111	Behavioral Research	pmid33381283
111	Behavioral Research	pmid33381284
111	Behavioral Research	pmid32684211
111	Behavioral Research	pmid33615735
111	Behavioral Research	pmid32364928
111	Behavioral Research	pmid33063030
111	Behavioral Research	pmid33381287
111	Behavioral Research	pmid33888154
111	Behavioral Research	pmid33748539
111	Behavioral Research	pmid33355932
111	Behavioral Research	pmid33577893
111	Behavioral Research	pmid33629600
111	Behavioral Research	pmid32607852
111	Behavioral Research	pmid32937279
111	Behavioral Research	pmid32460966
111	Behavioral Research	pmid32693079
111	Behavioral Research	pmid32432541
111	Behavioral Research	pmid33436406
111	Behavioral Research	pmid33930384
111	Behavioral Research	pmid34036253
111	Behavioral Research	pmid33368069
111	Behavioral Research	pmid33903187
111	Behavioral Research	pmid32836085
111	Behavioral Research	pmid32663071
111	Behavioral Research	pmid32946275
111	Behavioral Research	pmid32339218
111	Behavioral Research	pmid33619450
111	Behavioral Research	pmid33200740
111	Behavioral Research	pmid33686714
111	Behavioral Research	pmid33250438
111	Behavioral Research	pmid33676283
111	Behavioral Research	pmid33684329
111	Behavioral Research	pmid33471683
111	Behavioral Research	pmid33901751
111	Behavioral Research	pmid33133937
111	Behavioral Research	pmid32804145
111	Behavioral Research	pmid32569991
111	Behavioral Research	pmid33870311
111	Behavioral Research	pmid32703526
111	Behavioral Research	pmid33193909
111	Behavioral Research	pmid34062052
111	Behavioral Research	pmid33120622
111	Behavioral Research	pmid32889957
111	Behavioral Research	pmid33921946
111	Behavioral Research	pmid33811723
111	Behavioral Research	pmid33504612
111	Behavioral Research	pmid33248426
111	Behavioral Research	pmid33214202
111	Behavioral Research	pmid32620188
111	Behavioral Research	pmid32525098
111	Behavioral Research	pmid33583490
111	Behavioral Research	pmid33860224
111	Behavioral Research	pmid34004018
111	Behavioral Research	pmid33295279
111	Behavioral Research	pmid32441246
111	Behavioral Research	pmid33283750
111	Behavioral Research	pmid32983949
111	Behavioral Research	pmid33117006
112	Behavioral Research	pmid33657999
112	Behavioral Research	pmid32744737
112	Behavioral Research	pmid33519017
112	Behavioral Research	pmid33858247
112	Behavioral Research	pmid33636596
112	Behavioral Research	pmid33309154
112	Behavioral Research	pmid32576337
112	Behavioral Research	pmid32837318
112	Behavioral Research	pmid33867601
112	Behavioral Research	pmid33935577
112	Behavioral Research	pmid34136704
112	Behavioral Research	pmid33203551
112	Behavioral Research	pmid33218888
112	Behavioral Research	pmid34055729
112	Behavioral Research	pmid33546393
112	Behavioral Research	pmid33036797
112	Behavioral Research	pmid32394721
112	Behavioral Research	pmid32739277
112	Behavioral Research	pmid33684016
112	Behavioral Research	pmid33487758
112	Behavioral Research	pmid33427079
112	Behavioral Research	pmid34006277
112	Behavioral Research	pmid33531345
112	Behavioral Research	pmid33173444
112	Behavioral Research	pmid33513146
112	Behavioral Research	pmid34142129
112	Behavioral Research	pmid34164374
112	Behavioral Research	pmid33930677
112	Behavioral Research	pmid32981770
112	Behavioral Research	pmid33895244
112	Behavioral Research	pmid33544655
113	Behavioral Research	pmid33805411
113	Behavioral Research	pmid32878142
113	Behavioral Research	pmid33047042
114	Behavioral Research	pmid33409066
114	Behavioral Research	pmid32775536
114	Behavioral Research	pmid33682315
114	Behavioral Research	pmid33823950
114	Behavioral Research	pmid33472553
114	Behavioral Research	pmid33628069
114	Behavioral Research	pmid33503907
114	Behavioral Research	pmid33821235
114	Behavioral Research	pmid33615446
114	Behavioral Research	pmid33251328
114	Behavioral Research	pmid33784957
114	Behavioral Research	pmid33111044
114	Behavioral Research	pmid33404157
114	Behavioral Research	pmid32833382
115	Behavioral Research	pmid33734195
115	Behavioral Research	pmid33351515
115	Behavioral Research	pmid32941348
115	Behavioral Research	pmid32464651
115	Behavioral Research	pmid33599272
115	Behavioral Research	pmid32960880
115	Behavioral Research	pmid32638998
115	Behavioral Research	pmid32648850
115	Behavioral Research	pmid32567212
115	Behavioral Research	pmid34128216
115	Behavioral Research	pmid33439993
115	Behavioral Research	pmid33014625
115	Behavioral Research	pmid32314954
115	Behavioral Research	pmid33756049
115	Behavioral Research	pmid33885428
115	Behavioral Research	pmid33744571
115	Behavioral Research	pmid33124003
115	Behavioral Research	pmid32485854
115	Behavioral Research	pmid33762546
115	Behavioral Research	pmid33762377
115	Behavioral Research	pmid32830296
115	Behavioral Research	pmid34060505
115	Behavioral Research	pmid33206820
115	Behavioral Research	pmid33528233
115	Behavioral Research	pmid32784264
115	Behavioral Research	pmid33622837
115	Behavioral Research	pmid32893133
115	Behavioral Research	pmid33173180
115	Behavioral Research	pmid32602983
115	Behavioral Research	pmid33779425
115	Behavioral Research	pmid33325406
115	Behavioral Research	pmid32794439
115	Behavioral Research	pmid33816369
115	Behavioral Research	pmid33142755
115	Behavioral Research	pmid34030489
115	Behavioral Research	pmid33299902
115	Behavioral Research	pmid32374440
115	Behavioral Research	pmid33565050
115	Behavioral Research	pmid33955228
115	Behavioral Research	pmid33428455
115	Behavioral Research	pmid33034555
115	Behavioral Research	pmid32700936
115	Behavioral Research	pmid32535550
115	Behavioral Research	pmid32545647
115	Behavioral Research	pmid34048904
115	Behavioral Research	pmid33690595
115	Behavioral Research	pmid33619746
115	Behavioral Research	pmid32657669
115	Behavioral Research	pmid33507813
115	Behavioral Research	pmid33104970
115	Behavioral Research	pmid33111055
115	Behavioral Research	pmid33109262
115	Behavioral Research	pmid32437646
115	Behavioral Research	pmid32864631
115	Behavioral Research	pmid34001438
115	Behavioral Research	pmid33234870
115	Behavioral Research	pmid33778797
115	Behavioral Research	pmid33186229
115	Behavioral Research	pmid33723951
115	Behavioral Research	pmid33227730
115	Behavioral Research	pmid33134238
115	Behavioral Research	pmid32752590
115	Behavioral Research	pmid33206324
115	Behavioral Research	pmid33227733
115	Behavioral Research	pmid33996989
115	Behavioral Research	pmid33243363
115	Behavioral Research	pmid34047964
115	Behavioral Research	pmid33956827
115	Behavioral Research	pmid32427219
115	Behavioral Research	pmid34057398
115	Behavioral Research	pmid33634042
115	Behavioral Research	pmid33519150
115	Behavioral Research	pmid33431394
115	Behavioral Research	pmid34042689
115	Behavioral Research	pmid33403652
115	Behavioral Research	pmid33627363
115	Behavioral Research	pmid33788848
115	Behavioral Research	pmid33519320
115	Behavioral Research	pmid33733885
115	Behavioral Research	pmid32709397
115	Behavioral Research	pmid33090686
115	Behavioral Research	pmid33673149
115	Behavioral Research	pmid32836464
115	Behavioral Research	pmid33809240
115	Behavioral Research	pmid33971842
115	Behavioral Research	pmid34155078
115	Behavioral Research	pmid33994254
115	Behavioral Research	pmid32782163
115	Behavioral Research	pmid33351516
115	Behavioral Research	pmid32935664
115	Behavioral Research	pmid32785046
115	Behavioral Research	pmid33762540
115	Behavioral Research	pmid33858807
115	Behavioral Research	pmid33737227
115	Behavioral Research	pmid33729197
115	Behavioral Research	pmid33694124
115	Behavioral Research	pmid33211020
115	Behavioral Research	pmid32970656
115	Behavioral Research	pmid33482115
115	Behavioral Research	pmid33247907
115	Behavioral Research	pmid33617703
115	Behavioral Research	pmid32834908
115	Behavioral Research	pmid33858832
115	Behavioral Research	pmid34154841
115	Behavioral Research	pmid34068530
115	Behavioral Research	pmid33368589
115	Behavioral Research	pmid34099092
115	Behavioral Research	pmid33902394
115	Behavioral Research	pmid33882522
115	Behavioral Research	pmid33399681
115	Behavioral Research	pmid33655307
115	Behavioral Research	pmid32727486
115	Behavioral Research	pmid34038915
115	Behavioral Research	pmid32433385
115	Behavioral Research	pmid33033829
115	Behavioral Research	pmid32314660
115	Behavioral Research	pmid33270521
115	Behavioral Research	pmid32799381
115	Behavioral Research	pmid33126820
115	Behavioral Research	pmid33125773
115	Behavioral Research	pmid32793544
115	Behavioral Research	pmid33687956
115	Behavioral Research	pmid33569593
115	Behavioral Research	pmid32966715
115	Behavioral Research	pmid33910558
115	Behavioral Research	pmid32867851
115	Behavioral Research	pmid32804715
115	Behavioral Research	pmid33678681
115	Behavioral Research	pmid33842187
115	Behavioral Research	pmid33176112
115	Behavioral Research	pmid32965660
115	Behavioral Research	pmid33269331
115	Behavioral Research	pmid33466938
115	Behavioral Research	pmid32562416
115	Behavioral Research	pmid33812965
115	Behavioral Research	pmid32462311
115	Behavioral Research	pmid32634358
115	Behavioral Research	pmid33324596
115	Behavioral Research	pmid33898378
115	Behavioral Research	pmid32816549
115	Behavioral Research	pmid33815424
115	Behavioral Research	pmid32742557
115	Behavioral Research	pmid33509801
115	Behavioral Research	pmid34042675
115	Behavioral Research	pmid32562325
115	Behavioral Research	pmid32756764
115	Behavioral Research	pmid33934362
115	Behavioral Research	pmid33885429
115	Behavioral Research	pmid33416681
115	Behavioral Research	pmid33052058
115	Behavioral Research	pmid32639000
115	Behavioral Research	pmid32523608
115	Behavioral Research	pmid33315324
115	Behavioral Research	pmid32765962
115	Behavioral Research	pmid33822023
115	Behavioral Research	pmid33657019
115	Behavioral Research	pmid33924441
115	Behavioral Research	pmid32671516
115	Behavioral Research	pmid34118985
115	Behavioral Research	pmid32551932
115	Behavioral Research	pmid32556796
115	Behavioral Research	pmid32908954
115	Behavioral Research	pmid32631328
115	Behavioral Research	pmid32691212
115	Behavioral Research	pmid32620557
115	Behavioral Research	pmid33913439
115	Behavioral Research	pmid32837446
115	Behavioral Research	pmid33757936
115	Behavioral Research	pmid34039856
115	Behavioral Research	pmid33549591
115	Behavioral Research	pmid32853490
115	Behavioral Research	pmid34044747
115	Behavioral Research	pmid33726916
115	Behavioral Research	pmid33618493
115	Behavioral Research	pmid33662772
115	Behavioral Research	pmid32580429
115	Behavioral Research	pmid33232492
115	Behavioral Research	pmid34079786
115	Behavioral Research	pmid34046392
115	Behavioral Research	pmid33403958
115	Behavioral Research	pmid33788208
115	Behavioral Research	pmid33111054
116	Behavioral Research	pmid32909275
116	Behavioral Research	pmid32658132
116	Behavioral Research	pmid32497911
116	Behavioral Research	pmid33886771
116	Behavioral Research	pmid33063553
116	Behavioral Research	pmid32853988
116	Behavioral Research	pmid33424052
116	Behavioral Research	pmid33771612
116	Behavioral Research	pmid33811129
116	Behavioral Research	pmid32345343
116	Behavioral Research	pmid32250283
116	Behavioral Research	pmid34051311
116	Behavioral Research	pmid33615758
116	Behavioral Research	pmid33633091
116	Behavioral Research	pmid32911518
116	Behavioral Research	pmid33397758
116	Behavioral Research	pmid32839643
116	Behavioral Research	pmid32963773
116	Behavioral Research	pmid32523137
116	Behavioral Research	pmid33165246
116	Behavioral Research	pmid33752656
116	Behavioral Research	pmid33274431
116	Behavioral Research	pmid33983953
116	Behavioral Research	pmid33278108
116	Behavioral Research	pmid33003682
116	Behavioral Research	pmid32989697
116	Behavioral Research	pmid32377636
116	Behavioral Research	pmid32352535
116	Behavioral Research	pmid33070798
116	Behavioral Research	pmid33956640
116	Behavioral Research	pmid32686206
116	Behavioral Research	pmid33919379
116	Behavioral Research	pmid33445957
116	Behavioral Research	pmid34009052
116	Behavioral Research	pmid32907693
116	Behavioral Research	pmid33032618
116	Behavioral Research	pmid32876274
116	Behavioral Research	pmid33941286
116	Behavioral Research	pmid33788092
116	Behavioral Research	pmid33048784
116	Behavioral Research	pmid33986784
116	Behavioral Research	pmid33825366
116	Behavioral Research	pmid33040422
116	Behavioral Research	pmid32995682
116	Behavioral Research	pmid32475468
116	Behavioral Research	pmid32901560
116	Behavioral Research	pmid33898734
116	Behavioral Research	pmid33526289
116	Behavioral Research	pmid33723518
116	Behavioral Research	pmid32844985
116	Behavioral Research	pmid32593874
116	Behavioral Research	pmid32775090
116	Behavioral Research	pmid32491091
116	Behavioral Research	pmid33852686
116	Behavioral Research	pmid33757725
116	Behavioral Research	pmid32865586
116	Behavioral Research	pmid32692848
116	Behavioral Research	pmid33738374
116	Behavioral Research	pmid33666076
116	Behavioral Research	pmid32837241
116	Behavioral Research	pmid33782907
116	Behavioral Research	pmid32437547
116	Behavioral Research	pmid32673118
116	Behavioral Research	pmid33495738
116	Behavioral Research	pmid33969815
116	Behavioral Research	pmid32380475
116	Behavioral Research	pmid34107288
116	Behavioral Research	pmid33841622
116	Behavioral Research	pmid33256258
116	Behavioral Research	pmid33025421
116	Behavioral Research	pmid33746362
116	Behavioral Research	pmid33321517
116	Behavioral Research	pmid32749549
116	Behavioral Research	pmid32897993
116	Behavioral Research	pmid33787728
116	Behavioral Research	pmid34069953
116	Behavioral Research	pmid32501151
116	Behavioral Research	pmid32807484
116	Behavioral Research	pmid32583751
116	Behavioral Research	pmid32834145
116	Behavioral Research	pmid32924960
116	Behavioral Research	pmid32609144
116	Behavioral Research	pmid33424425
116	Behavioral Research	pmid33551762
116	Behavioral Research	pmid33647787
116	Behavioral Research	pmid34137780
116	Behavioral Research	pmid33194974
116	Behavioral Research	pmid33421827
116	Behavioral Research	pmid34074618
116	Behavioral Research	pmid32805029
116	Behavioral Research	pmid32554394
116	Behavioral Research	pmid33481730
116	Behavioral Research	pmid32535794
116	Behavioral Research	pmid33814248
116	Behavioral Research	pmid33577584
116	Behavioral Research	pmid33752760
116	Behavioral Research	pmid34025216
116	Behavioral Research	pmid33538101
116	Behavioral Research	pmid32252092
116	Behavioral Research	pmid34064053
116	Behavioral Research	pmid33754150
116	Behavioral Research	pmid32591667
116	Behavioral Research	pmid32501411
116	Behavioral Research	pmid32388336
116	Behavioral Research	pmid33499030
116	Behavioral Research	pmid33398780
116	Behavioral Research	pmid33141405
116	Behavioral Research	pmid33166665
116	Behavioral Research	pmid32834624
116	Behavioral Research	pmid33447325
116	Behavioral Research	pmid32855773
116	Behavioral Research	pmid32680699
116	Behavioral Research	pmid33815618
116	Behavioral Research	pmid33251086
116	Behavioral Research	pmid32334157
116	Behavioral Research	pmid32737058
116	Behavioral Research	pmid33461264
116	Behavioral Research	pmid32669049
116	Behavioral Research	pmid33173257
116	Behavioral Research	pmid34016096
116	Behavioral Research	pmid32575063
116	Behavioral Research	pmid32686556
116	Behavioral Research	pmid33613405
116	Behavioral Research	pmid33011359
116	Behavioral Research	pmid33562586
116	Behavioral Research	pmid34064817
116	Behavioral Research	pmid34037185
116	Behavioral Research	pmid32876223
116	Behavioral Research	pmid32637383
116	Behavioral Research	pmid32527304
116	Behavioral Research	pmid32845035
116	Behavioral Research	pmid32665946
116	Behavioral Research	pmid33617933
116	Behavioral Research	pmid32490913
116	Behavioral Research	pmid32420831
116	Behavioral Research	pmid33010498
116	Behavioral Research	pmid33124619
116	Behavioral Research	pmid33838990
116	Behavioral Research	pmid34105331
116	Behavioral Research	pmid32313754
116	Behavioral Research	pmid32277470
116	Behavioral Research	pmid32441572
116	Behavioral Research	pmid33050404
116	Behavioral Research	pmid32804103
116	Behavioral Research	pmid33985977
116	Behavioral Research	pmid33104517
116	Behavioral Research	pmid33792509
116	Behavioral Research	pmid33251337
116	Behavioral Research	pmid34137325
116	Behavioral Research	pmid33481735
116	Behavioral Research	pmid33206818
116	Behavioral Research	pmid32562476
116	Behavioral Research	pmid32589735
116	Behavioral Research	pmid32413820
116	Behavioral Research	pmid33608811
116	Behavioral Research	pmid32809889
116	Behavioral Research	pmid33005988
116	Behavioral Research	pmid33336778
116	Behavioral Research	pmid33110453
116	Behavioral Research	pmid33400676
116	Behavioral Research	pmid32555550
116	Behavioral Research	pmid33760753
116	Behavioral Research	pmid32586388
116	Behavioral Research	pmid33295285
116	Behavioral Research	pmid32929854
116	Behavioral Research	pmid32768388
116	Behavioral Research	pmid33573570
116	Behavioral Research	pmid33333330
116	Behavioral Research	pmid32876154
116	Behavioral Research	pmid33409888
116	Behavioral Research	pmid32513261
116	Behavioral Research	pmid33415997
116	Behavioral Research	pmid33111778
116	Behavioral Research	pmid32316872
116	Behavioral Research	pmid33881754
116	Behavioral Research	pmid32401550
116	Behavioral Research	pmid33494659
116	Behavioral Research	pmid33439910
116	Behavioral Research	pmid33270782
116	Behavioral Research	pmid33111916
116	Behavioral Research	pmid32469189
116	Behavioral Research	pmid33362921
116	Behavioral Research	pmid32667574
116	Behavioral Research	pmid33213971
116	Behavioral Research	pmid33764919
116	Behavioral Research	pmid32518471
116	Behavioral Research	pmid33172735
116	Behavioral Research	pmid33075408
116	Behavioral Research	pmid32744565
116	Behavioral Research	pmid33691302
116	Behavioral Research	pmid33824548
116	Behavioral Research	pmid33041677
116	Behavioral Research	pmid34113379
116	Behavioral Research	pmid33419420
116	Behavioral Research	pmid32810844
116	Behavioral Research	pmid33791501
116	Behavioral Research	pmid33667717
116	Behavioral Research	pmid32397006
116	Behavioral Research	pmid32638888
116	Behavioral Research	pmid32981994
116	Behavioral Research	pmid33728228
116	Behavioral Research	pmid33532968
116	Behavioral Research	pmid32835057
116	Behavioral Research	pmid32868266
116	Behavioral Research	pmid33481729
116	Behavioral Research	pmid32716641
116	Behavioral Research	pmid34067534
116	Behavioral Research	pmid33041161
116	Behavioral Research	pmid32718717
116	Behavioral Research	pmid32837668
116	Behavioral Research	pmid32574335
116	Behavioral Research	pmid32328849
116	Behavioral Research	pmid32578811
116	Behavioral Research	pmid32609168
116	Behavioral Research	pmid32546882
116	Behavioral Research	pmid33437897
116	Behavioral Research	pmid33261413
116	Behavioral Research	pmid32491075
116	Behavioral Research	pmid32834491
116	Behavioral Research	pmid33720988
116	Behavioral Research	pmid33814956
116	Behavioral Research	pmid32501374
116	Behavioral Research	pmid32419752
116	Behavioral Research	pmid32811345
116	Behavioral Research	pmid33272731
116	Behavioral Research	pmid33237252
116	Behavioral Research	pmid32876353
116	Behavioral Research	pmid33059981
116	Behavioral Research	pmid32406395
116	Behavioral Research	pmid32643787
116	Behavioral Research	pmid33538470
116	Behavioral Research	pmid32853557
116	Behavioral Research	pmid32635912
116	Behavioral Research	pmid33031086
116	Behavioral Research	pmid32609249
116	Behavioral Research	pmid32412556
116	Behavioral Research	pmid32503924
116	Behavioral Research	pmid32844946
116	Behavioral Research	pmid32470131
116	Behavioral Research	pmid33522669
116	Behavioral Research	pmid33883531
116	Behavioral Research	pmid33039612
116	Behavioral Research	pmid32811330
116	Behavioral Research	pmid33368537
116	Behavioral Research	pmid33155723
116	Behavioral Research	pmid34033288
116	Behavioral Research	pmid33942071
116	Behavioral Research	pmid33052976
116	Behavioral Research	pmid32965350
116	Behavioral Research	pmid34017697
116	Behavioral Research	pmid33440841
116	Behavioral Research	pmid32658360
116	Behavioral Research	pmid33929698
116	Behavioral Research	pmid33809916
116	Behavioral Research	pmid33907679
116	Behavioral Research	pmid33960979
116	Behavioral Research	pmid33111784
116	Behavioral Research	pmid33306735
116	Behavioral Research	pmid33537648
117	Behavioral Research	pmid32850608
117	Behavioral Research	pmid33520195
117	Behavioral Research	pmid33997770
117	Behavioral Research	pmid32399903
117	Behavioral Research	pmid33276647
117	Behavioral Research	pmid33642749
117	Behavioral Research	pmid33761710
117	Behavioral Research	pmid33204191
117	Behavioral Research	pmid33937008
117	Behavioral Research	pmid32760632
117	Behavioral Research	pmid32875269
117	Behavioral Research	pmid33257629
117	Behavioral Research	pmid33935576
117	Behavioral Research	pmid33623703
117	Behavioral Research	pmid33304681
117	Behavioral Research	pmid34155454
117	Behavioral Research	pmid33605240
117	Behavioral Research	pmid33721546
117	Behavioral Research	pmid33889319
117	Behavioral Research	pmid33350594
117	Behavioral Research	pmid33428842
117	Behavioral Research	pmid33690784
117	Behavioral Research	pmid33501381
117	Behavioral Research	pmid33317865
117	Behavioral Research	pmid32888905
117	Behavioral Research	pmid32520283
117	Behavioral Research	pmid32382897
117	Behavioral Research	pmid33313786
117	Behavioral Research	pmid32837775
117	Behavioral Research	pmid32917648
117	Behavioral Research	pmid34086852
117	Behavioral Research	pmid33936897
117	Behavioral Research	pmid32948618
117	Behavioral Research	pmid32699679
117	Behavioral Research	pmid33642318
117	Behavioral Research	pmid33424051
117	Behavioral Research	pmid32725148
117	Behavioral Research	pmid33521331
117	Behavioral Research	pmid32623717
117	Behavioral Research	pmid33290191
117	Behavioral Research	pmid33521770
117	Behavioral Research	pmid33769340
117	Behavioral Research	pmid33725488
117	Behavioral Research	pmid33821102
117	Behavioral Research	pmid33731172
117	Behavioral Research	pmid32393989
117	Behavioral Research	pmid33071406
117	Behavioral Research	pmid33762308
117	Behavioral Research	pmid33660871
117	Behavioral Research	pmid33871662
117	Behavioral Research	pmid33996319
117	Behavioral Research	pmid32718949
117	Behavioral Research	pmid33301544
117	Behavioral Research	pmid33543746
117	Behavioral Research	pmid33614024
117	Behavioral Research	pmid33117879
117	Behavioral Research	pmid32451562
117	Behavioral Research	pmid33934722
117	Behavioral Research	pmid33906990
117	Behavioral Research	pmid32437432
117	Behavioral Research	pmid33451303
117	Behavioral Research	pmid33295286
117	Behavioral Research	pmid32587904
117	Behavioral Research	pmid32876262
117	Behavioral Research	pmid32886013
117	Behavioral Research	pmid32665968
117	Behavioral Research	pmid32617220
117	Behavioral Research	pmid32840843
117	Behavioral Research	pmid33294517
117	Behavioral Research	pmid32382898
117	Behavioral Research	pmid33047790
117	Behavioral Research	pmid33230351
117	Behavioral Research	pmid32921847
117	Behavioral Research	pmid33288975
117	Behavioral Research	pmid32566762
117	Behavioral Research	pmid33112103
117	Behavioral Research	pmid33380341
117	Behavioral Research	pmid33814589
117	Behavioral Research	pmid32399902
117	Behavioral Research	pmid34145908
117	Behavioral Research	pmid33880443
118	Behavioral Research	pmid33657936
118	Behavioral Research	pmid33124773
118	Behavioral Research	pmid32900525
118	Behavioral Research	pmid33402397
118	Behavioral Research	pmid34121542
118	Behavioral Research	pmid32316647
118	Behavioral Research	pmid32915663
118	Behavioral Research	pmid33507323
118	Behavioral Research	pmid33070463
118	Behavioral Research	pmid34150911
118	Behavioral Research	pmid32956550
118	Behavioral Research	pmid34053304
118	Behavioral Research	pmid34025089
118	Behavioral Research	pmid33152033
118	Behavioral Research	pmid33904413
118	Behavioral Research	pmid33219769
118	Behavioral Research	pmid33499071
118	Behavioral Research	pmid33230418
118	Behavioral Research	pmid32739148
118	Behavioral Research	pmid33077203
118	Behavioral Research	pmid33835314
118	Behavioral Research	pmid32437946
118	Behavioral Research	pmid33181913
118	Behavioral Research	pmid32610733
118	Behavioral Research	pmid33372829
118	Behavioral Research	pmid33860702
118	Behavioral Research	pmid33466436
118	Behavioral Research	pmid33734850
118	Behavioral Research	pmid34076127
118	Behavioral Research	pmid32891957
118	Behavioral Research	pmid33953806
118	Behavioral Research	pmid32877307
118	Behavioral Research	pmid33457460
118	Behavioral Research	pmid33153076
118	Behavioral Research	pmid33837639
118	Behavioral Research	pmid33345171
118	Behavioral Research	pmid33997124
118	Behavioral Research	pmid33008097
118	Behavioral Research	pmid33171431
118	Behavioral Research	pmid34032171
118	Behavioral Research	pmid33707178
118	Behavioral Research	pmid32441209
118	Behavioral Research	pmid34066666
118	Behavioral Research	pmid32927793
118	Behavioral Research	pmid33437871
118	Behavioral Research	pmid32957434
118	Behavioral Research	pmid33961101
118	Behavioral Research	pmid33303410
118	Behavioral Research	pmid33035216
118	Behavioral Research	pmid33881008
118	Behavioral Research	pmid33916399
118	Behavioral Research	pmid34109220
118	Behavioral Research	pmid33317214
118	Behavioral Research	pmid33809532
118	Behavioral Research	pmid33669440
118	Behavioral Research	pmid33634260
118	Behavioral Research	pmid33129636
118	Behavioral Research	pmid33124537
118	Behavioral Research	pmid33833723
118	Behavioral Research	pmid32868142
118	Behavioral Research	pmid33688242
118	Behavioral Research	pmid33376182
118	Behavioral Research	pmid33232897
118	Behavioral Research	pmid33202349
118	Behavioral Research	pmid32858475
118	Behavioral Research	pmid33615144
118	Behavioral Research	pmid33946911
118	Behavioral Research	pmid33178520
118	Behavioral Research	pmid33955244
119	Behavioral Research	pmid33649691
119	Behavioral Research	pmid33761837
119	Behavioral Research	pmid33722180
119	Behavioral Research	pmid32970540
119	Behavioral Research	pmid32808585
119	Behavioral Research	pmid33930125
119	Behavioral Research	pmid34136559
119	Behavioral Research	pmid33758780
119	Behavioral Research	pmid32614731
119	Behavioral Research	pmid32672139
119	Behavioral Research	pmid33722186
119	Behavioral Research	pmid32859963
119	Behavioral Research	pmid33775235
119	Behavioral Research	pmid34150988
119	Behavioral Research	pmid33678922
119	Behavioral Research	pmid34060632
119	Behavioral Research	pmid33110937
119	Behavioral Research	pmid32501141
119	Behavioral Research	pmid32650709
119	Behavioral Research	pmid33407057
