	_id	name	date	lineages
82	pmid34099741	SEAMHCRD deterministic compartmental model based on clinical stages of infection for COVID-19 pandemic in Sultanate of Oman.	2021-06-11 00:00:00	sars-cov-2 gamma variant
9	2021.01.31.429010	Environmentally-induced mdig is a major contributor to the severity of COVID-19 through fostering expression of SARS-CoV-2 receptor NRPs and glycan metabolism	2021-02-01 00:00:00	sars-cov-2 beta variant
33	pmid32969952	Predictors of State-Level Stay-at-Home Orders in the United States and Their Association With Mobility of Residents.	2020-10-02 00:00:00	sars-cov-2 beta variant
39	pmid32899640	SARS-CoV-2 Infection Induces a Dual Response in Liver Function Tests: Association with Mortality during Hospitalization.	2020-08-24 00:00:00	sars-cov-2 gamma variant
46	2021.04.25.21255890	Stimulation of vascular organoids with SARS-CoV-2 antigens increases endothelial permeability and regulates vasculopathy	2021-04-27 00:00:00	sars-cov-2 beta variant
0	2020.05.24.113175	Structural basis of SARS-CoV-2 spike protein induced by ACE2	2020-05-24 00:00:00	sars-cov-2 kappa variant
0	2020.05.24.113175	Structural basis of SARS-CoV-2 spike protein induced by ACE2	2020-05-24 00:00:00	sars-cov-2 beta variant
75	2020.04.27.20070466	Correlation analysis of risk factors and GSI score of a medical team assisting Wuhan city during the epidemic of COVID-19 in China -A cohort study	2020-05-01 00:00:00	sars-cov-2 beta variant
2	pmid33197843	COVID-19 associated with sensorimotor polyradiculoneuropathy and skin lesions: A case report.	2020-10-19 00:00:00	sars-cov-2 beta variant
41	pmid34056149	COVID-19 Outcomes in Patients Undergoing B Cell Depletion Therapy and Those with Humoral Immunodeficiency States: A Scoping Review.	2021-06-01 00:00:00	sars-cov-2 gamma variant
56	2020.08.14.251207	SRSF protein kinases 1 and 2 are essential host factors for human coronaviruses including SARS-CoV-2	2020-08-14 00:00:00	sars-cov-2 beta variant
60	2020.06.05.135921	SARS-CoV-2 neutralizing human recombinant antibodies selected from pre-pandemic healthy donors binding at RBD-ACE2 interface	2020-06-05 00:00:00	sars-cov-2 beta variant
74	2020.10.07.20208298	Report on COVID-19 Verification Case Study in Nine Countries Using the SIQR model	2020-10-09 00:00:00	sars-cov-2 lambda variant
83	pmid32149036	Identification of Coronavirus Isolated from a Patient in Korea with COVID-19.	2020-09-28 00:00:00	sars-cov-2 beta variant
98	pmid32586395	"A prospective, randomized, controlled study assessing vagus nerve stimulation using the gammaCore®-Sapphire device for patients with moderate to severe CoViD-19 Respiratory Symptoms (SAVIOR): A structured summary of a study protocol for a randomised controlled trial""."	2020-12-18 00:00:00	sars-cov-2 gamma variant
62	2020.07.10.197343	SARS-CoV-2 induces activation and diversification of human plasmacytoid pre-dendritic cells.	2020-07-10 00:00:00	sars-cov-2 lambda variant
92	2020.12.09.20245175	BNT162b2 induces SARS-CoV-2-neutralising antibodies and T cells in humans	2020-12-11 00:00:00	sars-cov-2 gamma variant
79	2021.06.02.446468	Pathogenic neutrophilia drives acute respiratory distress syndrome in severe COVID-19 patients	2021-06-03 00:00:00	sars-cov-2 beta variant
7	2020.03.27.20043836	A considerable proportion of individuals with asymptomatic SARS-CoV-2 infection in Tibetan population	2020-03-30 00:00:00	sars-cov-2 beta variant
59	2020.06.18.20135012	What association do political interventions, environmental and health variables have with the number of Covid-19 cases and deaths? A linear modeling approach	2020-06-22 00:00:00	sars-cov-2 gamma variant
92	pmid32294796	A Clinical Study of Noninvasive Assessment of Lung Lesions in Patients with Coronavirus Disease-19 (COVID-19) by Bedside Ultrasound.	2020-06-11 00:00:00	sars-cov-2 kappa variant
69	pmid32945279	Radiological diagnosis of Coronavirus Disease 2019 (COVID-19): a Practical Guide.	2020-10-02 00:00:00	sars-cov-2 beta variant
76	pmid33017914	Alpha-lipoic acid may protect patients with diabetes against COVID-19 infection.	2020-07-19 00:00:00	sars-cov-2 kappa variant
88	pmid33240733	Acute Generalized Exanthematous Pustulosis After COVID-19 Infection: A Case Report From Saudi Arabia.	2020-11-27 00:00:00	sars-cov-2 beta variant
33	pmid33013059	Epidemiology, Genomic Structure, the Molecular Mechanism of Injury, Diagnosis and Clinical Manifestations of Coronavirus Infection: An Overview.	2020-10-06 00:00:00	sars-cov-2 beta variant
87	pmid33687087	Calcium sensing receptor hyperactivation through viral envelop protein E of SARS CoV2: A novel target for cardio-renal damage in COVID-19 infection.	2021-02-16 00:00:00	sars-cov-2 gamma variant
6	pmid33011877	COVID-19 pneumonia: high diagnostic accuracy of chest CT in patients with intermediate clinical probability.	2020-08-27 00:00:00	sars-cov-2 kappa variant
55	2020.05.18.102038	Neutralizing antibody and soluble ACE2 inhibition of a replication-competent VSV-SARS-CoV-2 and a clinical isolate of SARS-CoV-2.	2020-05-18 00:00:00	sars-cov-2 gamma variant
0	pmid34227076	Evolving biothreat of variant SARS-CoV-2 - molecular properties, virulence and epidemiology.	2021-07-07 00:00:00	sars-cov-2 beta variant
0	pmid34227076	Evolving biothreat of variant SARS-CoV-2 - molecular properties, virulence and epidemiology.	2021-07-07 00:00:00	cluster 5
41	pmid33220171	Hypertension, medications, and risk of severe COVID-19: A Massachusetts community-based observational study.	2020-10-23 00:00:00	sars-cov-2 beta variant
99	2020.08.20.20144014	The active lung microbiota landscape of COVID-19 patients	2020-08-23 00:00:00	sars-cov-2 beta variant
65	2021.07.06.451270	Genome Profiling of SARS-CoV-2 in Indonesia, ASEAN and the Neighbouring East Asian Countries: Features, Challenges and Achievements	2021-07-07 00:00:00	sars-cov-2 beta variant
65	2021.07.06.451270	Genome Profiling of SARS-CoV-2 in Indonesia, ASEAN and the Neighbouring East Asian Countries: Features, Challenges and Achievements	2021-07-07 00:00:00	sars-cov-2 delta variant
55	pmid33846689	First detection of the British variant of SARS-CoV-2 in Senegal.	2021-03-18 00:00:00	sars-cov-2 alpha variant
90	pmid32259829	COVID-19 Outbreak: An Overview.	2020-07-17 00:00:00	sars-cov-2 beta variant
10	pmid34141447	Structural phylogenetic analysis reveals lineage-specific RNA repetitive structural motifs in all coronaviruses and associated variations in SARS-CoV-2.	2021-06-19 00:00:00	sars-cov-2 beta variant
10	pmid34141447	Structural phylogenetic analysis reveals lineage-specific RNA repetitive structural motifs in all coronaviruses and associated variations in SARS-CoV-2.	2021-06-19 00:00:00	sars-cov-2 gamma variant
10	pmid34141447	Structural phylogenetic analysis reveals lineage-specific RNA repetitive structural motifs in all coronaviruses and associated variations in SARS-CoV-2.	2021-06-19 00:00:00	sars-cov-2 delta variant
36	2020.06.01.20118505	Pulmonary Thromboembolic Disease in Patients with COVID-19 Undergoing Computed Tomography Pulmonary Angiography (CTPA): Incidence and Relationship with Pulmonary Parenchymal Abnormalities	2020-06-02 00:00:00	sars-cov-2 kappa variant
34	pmid33069086	Stroke Care Trends During COVID-19 Pandemic in Zanjan Province, Iran. From the CASCADE Initiative: Statistical Analysis Plan and Preliminary Results.	2020-09-08 00:00:00	sars-cov-2 beta variant
50	2020.06.19.162529	The enzymatic activity of the nsp14 exoribonuclease is critical for replication of Middle East respiratory syndrome-coronavirus	2020-06-20 00:00:00	sars-cov-2 beta variant
50	2020.06.19.162529	The enzymatic activity of the nsp14 exoribonuclease is critical for replication of Middle East respiratory syndrome-coronavirus	2020-06-20 00:00:00	sars-cov-2 gamma variant
77	pmid32111114	[Recommendations for normalizing the medical practices of burn treatment during the outbreak of coronavirus disease 2019].	2020-07-01 00:00:00	sars-cov-2 beta variant
5	pmid32511245	A unifying structural and functional model of the coronavirus replication organelle: Tracking down RNA synthesis.	2020-06-18 00:00:00	sars-cov-2 gamma variant
5	pmid32511245	A unifying structural and functional model of the coronavirus replication organelle: Tracking down RNA synthesis.	2020-06-18 00:00:00	sars-cov-2 delta variant
5	pmid32511245	A unifying structural and functional model of the coronavirus replication organelle: Tracking down RNA synthesis.	2020-06-18 00:00:00	sars-cov-2 beta variant
48	2021.03.13.21253527	PD-1highCXCR5-CD4+ Peripheral Helper T (Tph) cells Promote Tissue-Homing Plasmablasts in COVID-19	2021-03-17 00:00:00	sars-cov-2 gamma variant
38	2021.04.09.21255206	High prevalence of SARS-CoV-2 B.1.1.7 (UK variant) and the novel B.1.525 lineage in Oyo State, Nigeria	2021-04-17 00:00:00	sars-cov-2 alpha variant
74	pmid33087047	The use of intravenous immunoglobulin gamma for the treatment of severe coronavirus disease 2019: a randomized placebo-controlled double-blind clinical trial.	2020-10-27 00:00:00	sars-cov-2 gamma variant
4	pmid33336316	Recommendations for Dosing of Repurposed COVID-19 Medications in Patients with Renal and Hepatic Impairment.	2020-12-20 00:00:00	sars-cov-2 beta variant
2	pmid32613934	Perioperative care of the newborns with CHDs in the time of COVID-19.	2021-01-10 00:00:00	sars-cov-2 beta variant
2	pmid33932848	Evaluation of SARS-CoV-2 total antibody detection via a lateral flow nanoparticle fluorescence immunoassay.	2021-05-01 00:00:00	sars-cov-2 kappa variant
27	pmid32992291	Porcine deltacoronavirus nucleocapsid protein species-specifically suppressed IRF7-induced type I interferon production via ubiquitin-proteasomal degradation pathway.	2020-11-10 00:00:00	sars-cov-2 delta variant
68	2020.11.30.405340	Role of Long-range Allosteric Communication in Determining the Stability and Disassembly of SARS-COV-2 in Complex with ACE2	2020-12-01 00:00:00	sars-cov-2 beta variant
88	2020.02.26.20026989	The definition and risks of Cytokine Release Syndrome-Like in 11 COVID-19-Infected Pneumonia critically ill patients: Disease Characteristics and Retrospective Analysis	2020-02-27 00:00:00	sars-cov-2 gamma variant
74	pmid33785349	SARS-CoV-2 diagnostics: Towards a more comprehensive approach to routine patient testing.	2021-03-17 00:00:00	sars-cov-2 lambda variant
0	pmid32837277	Understanding COVID-19 transmission through Bayesian probabilistic modeling and GIS-based Voronoi approach: a policy perspective.	2020-09-28 00:00:00	sars-cov-2 delta variant
99	2021.06.18.21259133	Effectiveness of Tocilizumab, Sarilumab, and Anakinra for critically ill patients with COVID-19 The REMAP-CAP COVID-19 Immune Modulation Therapy Domain Randomized Clinical Trial	2021-06-22 00:00:00	sars-cov-2 beta variant
12	pmid32849833	The Enigma of Low COVID-19 Fatality Rate in India.	2020-09-28 00:00:00	sars-cov-2 beta variant
45	pmid33536319	Country-level determinants of the severity of the first global wave of the COVID-19 pandemic: an ecological study.	2021-02-10 00:00:00	sars-cov-2 beta variant
56	pmid33437758	Current situation and trends of online academic activities for oncologists during the COVID-19 pandemic: a multicenter survey.	2021-01-16 00:00:00	sars-cov-2 kappa variant
41	2021.04.05.438465	The Up state of the SARS-COV-2 Spike homotrimer favors an increased virulence for new variants	2021-04-06 00:00:00	sars-cov-2 beta variant
78	2020.07.31.20165019	A throughput serological Western blot system using whole virus lysate for the concomitant detection of antibodies against SARS-CoV-2 and human endemic Coronaviridae	2020-08-04 00:00:00	sars-cov-2 kappa variant
89	2020.05.08.20095042	Lactate arterial-central venous gradient among COVID-19 patients in ICU: a potential tool in the clinical practice.	2020-05-12 00:00:00	sars-cov-2 delta variant
98	2020.05.06.081497	A mouse-adapted SARS-CoV-2 model for the evaluation of COVID-19 medical countermeasures	2020-05-07 00:00:00	sars-cov-2 lambda variant
38	pmid32355260	Genetic diversity and ecology of coronaviruses hosted by cave-dwelling bats in Gabon.	2020-09-21 00:00:00	sars-cov-2 beta variant
39	pmid34188994	COVID-19 Virus Infection in Three Patients With Hypogammaglobulinemia.	2021-07-01 00:00:00	sars-cov-2 gamma variant
39	pmid34188994	COVID-19 Virus Infection in Three Patients With Hypogammaglobulinemia.	2021-07-01 00:00:00	sars-cov-2 beta variant
16	2021.05.25.21257695	Spread of endemic SARS-CoV-2 lineages in Russia	2021-05-27 00:00:00	sars-cov-2 delta variant
38	2020.03.30.015008	Evolutionary origins of the SARS-CoV-2 sarbecovirus lineage responsible for the COVID-19 pandemic	2020-03-31 00:00:00	sars-cov-2 beta variant
44	pmid32247050	Insight into 2019 novel coronavirus - An updated interim review and lessons from SARS-CoV and MERS-CoV.	2020-03-23 00:00:00	sars-cov-2 beta variant
87	pmid32376714	Gene of the month: the 2019-nCoV/SARS-CoV-2 novel coronavirus spike protein.	2020-06-29 00:00:00	sars-cov-2 beta variant
40	2021.07.03.21259957	The rise and fall of an emerging SARS-CoV-2 variant with the spike protein mutation L452R	2021-07-07 00:00:00	sars-cov-2 delta variant
40	2021.07.03.21259957	The rise and fall of an emerging SARS-CoV-2 variant with the spike protein mutation L452R	2021-07-07 00:00:00	lineage b.1.429
40	2021.07.03.21259957	The rise and fall of an emerging SARS-CoV-2 variant with the spike protein mutation L452R	2021-07-07 00:00:00	sars-cov-2 alpha variant
8	pmid32756549	SARS-CoV-2 mRNA vaccine design enabled by prototype pathogen preparedness.	2020-11-05 00:00:00	sars-cov-2 beta variant
28	pmid33569368	A Mixed-Method Study on COVID-19 Prevention in Iranian Restaurants.	2021-02-12 00:00:00	sars-cov-2 beta variant
39	2021.06.25.449893	Enhanced FcγRIII/CD16 activation by discrete ligands as independent correlates of disease severity in COVID-19 patients	2021-06-25 00:00:00	sars-cov-2 gamma variant
67	zenodo.3838158	Statistical review of  Triple combination of interferon beta-1b, lopinavir–ritonavir, and ribavirin in the treatment of patients admitted to hospital with COVID-19: an open-label, randomised, phase 2 trial	2020-05-21 00:00:00	sars-cov-2 beta variant
70	pmid33816047	A review of novel coronavirus disease (COVID-19): based on genomic structure, phylogeny, current shreds of evidence, candidate vaccines, and drug repurposing.	2021-04-06 00:00:00	sars-cov-2 beta variant
91	pmid32653111	Electroencephalogram (EEG) in COVID-19: A systematic retrospective study.	2020-06-08 00:00:00	sars-cov-2 kappa variant
91	pmid32653111	Electroencephalogram (EEG) in COVID-19: A systematic retrospective study.	2020-06-08 00:00:00	sars-cov-2 delta variant
39	pmid33823154	A novel anti-human IL-1R7 antibody reduces IL-18-mediated inflammatory signaling.	2021-03-29 00:00:00	sars-cov-2 beta variant
87	pmid33128927	Probable positive effects of the photobiomodulation as an adjunctive treatment in COVID-19: A systematic review.	2020-08-17 00:00:00	sars-cov-2 beta variant
10	pmid32942152	Candesartan could ameliorate the COVID-19 cytokine storm.	2020-08-07 00:00:00	sars-cov-2 kappa variant
67	pmid33363264	Liver Fibrosis Index FIB-4 Is Associated With Mortality in COVID-19.	2020-10-27 00:00:00	sars-cov-2 gamma variant
43	pmid33913066	Comparison of the CO-RADS and the RSNA chest CT classification system concerning sensitivity and reliability for the diagnosis of COVID-19 pneumonia.	2021-04-29 00:00:00	sars-cov-2 kappa variant
73	2021.04.07.438849	Synthetic repertoires derived from convalescent COVID-19 patients enable discovery of SARS-CoV-2 neutralizing antibodies and a novel quaternary binding modality	2021-04-08 00:00:00	sars-cov-2 alpha variant
83	2020.06.06.112474	Quantitative PCR for cannabis flower containing SARs-CoV-2	2020-06-11 00:00:00	sars-cov-2 gamma variant
85	pmid32674637	Quality of sleep and health-related quality of life among health care professionals treating patients with coronavirus disease-19.	2020-07-22 00:00:00	sars-cov-2 beta variant
5	2020.12.11.20236919	Addressing Personal Protective Equipment (PPE) Decontamination: Methylene Blue and Light Inactivates SARS-CoV-2 on N95 Respirators and Masks with Maintenance of Integrity and Fit	2020-12-11 00:00:00	sars-cov-2 beta variant
37	pmid32407507	Genomic Epidemiology, Evolution, and Transmission Dynamics of Porcine Deltacoronavirus.	2021-01-10 00:00:00	sars-cov-2 delta variant
74	pmid32753340	Accelerated Intermittent Theta Burst Stimulation in Late-Life Depression: A Possible Option for Older Depressed Adults in Need of ECT During the COVID-19 Pandemic.	2020-07-07 00:00:00	sars-cov-2 theta variant
83	pmid34013072	Sequence and structural analysis of COVID-19 E and M proteins with MERS virus E and M proteins-A comparative study.	2021-05-05 00:00:00	sars-cov-2 beta variant
92	pmid34003073	Mining of linear B cell epitopes of SARS-CoV-2 ORF8 protein from COVID-19 patients.	2021-05-18 00:00:00	sars-cov-2 beta variant
23	2020.04.05.20053884	Study of Epidemiological Characteristics and In-silico Analysis of the Effect of Interventions in the SARS-CoV-2 Epidemic in India	2020-04-07 00:00:00	sars-cov-2 beta variant
66	pmid33910715	Sulfobutylether-beta-cyclodextrin-enabled antiviral remdesivir: Characterization of electrospun- and lyophilized formulations.	2021-03-22 00:00:00	sars-cov-2 beta variant
80	pmid32437797	The current understanding and potential therapeutic options to combat COVID-19.	2020-05-04 00:00:00	sars-cov-2 beta variant
20	pmid33952137	"Destructive populism as ""perverted containing"": A psychoanalytical look at the attraction of Donald Trump."	2021-05-07 00:00:00	sars-cov-2 beta variant
40	pmid33041191	Fungal co-infection in COVID-19 patients: Should we be concerned?	2020-11-11 00:00:00	sars-cov-2 gamma variant
16	2020.05.07.20094235	Chaos, Percolation and the Coronavirus Spread: a two-step model.	2020-05-11 00:00:00	sars-cov-2 lambda variant
66	2020.09.22.308965	Cross-reactive serum and memory B cell responses to spike protein in SARS-CoV-2 and endemic coronavirus infection	2020-09-23 00:00:00	sars-cov-2 beta variant
88	figshare12965907	Additional file 1 of Reverse vaccinology assisted designing of multiepitope-based subunit vaccine against SARS-CoV-2	2020-09-17 00:00:00	sars-cov-2 beta variant
25	pmid32913009	Antiviral Activity of Type I, II, and III Interferons Counterbalances ACE2 Inducibility and Restricts SARS-CoV-2.	2020-10-28 00:00:00	sars-cov-2 beta variant
32	2020.05.14.093757	Immunoinformatic identification of B cell and T cell epitopes in the SARS-CoV-2 proteome	2020-05-14 00:00:00	sars-cov-2 beta variant
23	2021.03.06.21252994	Meta-Analysis of the Dynamics of the Emergence of Mutations and Variants of SARS-CoV-2	2021-03-08 00:00:00	sars-cov-2 beta variant
60	pmid32983065	Development of HiBiT-Tagged Recombinant Infectious Bronchitis Coronavirus for Efficient in vitro and in vivo Viral Quantification.	2020-10-01 00:00:00	sars-cov-2 gamma variant
15	pmid32802325	Cardiovascular involvement during COVID-19 and clinical implications in elderly patients. A review.	2020-07-30 00:00:00	sars-cov-2 beta variant
19	pmid32413621	Air quality changes during the COVID-19 lockdown over the Yangtze River Delta Region: An insight into the impact of human activity pattern changes on air pollution variation.	2020-05-02 00:00:00	sars-cov-2 delta variant
35	pmid33638257	Safety of tocilizumab in COVID-19 pregnant women and their newborn: A retrospective study.	2021-02-09 00:00:00	sars-cov-2 beta variant
81	pmid33534108	Repurposing of Tetracyclines for COVID-19 Neurological and Neuropsychiatric Manifestations: A Valid Option to Control SARS-CoV-2-Associated Neuroinflammation?	2021-02-06 00:00:00	sars-cov-2 kappa variant
16	pmid33738910	New onset of alopecia areata in a patient with SARS-COV-2 infection: Possible pathogenetic correlations?	2021-03-19 00:00:00	sars-cov-2 beta variant
18	pmid32894750	Association between SARS-CoV-2 neutralizing antibodies and commercial serological assays.	2020-08-21 00:00:00	sars-cov-2 kappa variant
28	pmid33479166	Dynamic competition between SARS-CoV-2 NSP1 and mRNA on the human ribosome inhibits translation initiation.	2021-02-01 00:00:00	sars-cov-2 beta variant
38	2020.06.11.145920	SARS-CoV-2 mRNA Vaccine Development Enabled by Prototype Pathogen Preparedness	2020-06-11 00:00:00	sars-cov-2 beta variant
75	2020.11.10.377366	Unification of the M/ORF3-related proteins points to a diversified role for ion conductance in pathogenesis of coronaviruses and other nidoviruses	2020-11-11 00:00:00	sars-cov-2 beta variant
18	2021.06.11.21258734	Investigating the intention to receive the COVID-19 vaccination in Macao: implications for vaccination strategies	2021-06-15 00:00:00	sars-cov-2 beta variant
26	2020.10.02.20205609	Comparing biomarkers for COVID-19 disease with commonly associated preexisting conditions and complications.	2020-10-05 00:00:00	sars-cov-2 gamma variant
3	pmid33502003	Universal screening for SARS-CoV-2 infection: a rapid review.	2021-01-28 00:00:00	sars-cov-2 beta variant
69	pmid33919870	Molecular Simulation-Based Investigation of Highly Potent Natural Products to Abrogate Formation of the nsp10-nsp16 Complex of SARS-CoV-2.	2021-04-07 00:00:00	sars-cov-2 beta variant
83	2020.04.21.054387	Identification of potential treatments for COVID-19 through artificial intelligence-enabled phenomic analysis of human cells infected with SARS-CoV-2	2020-04-23 00:00:00	sars-cov-2 beta variant
93	pmid33808905	Acinetobacter baumannii Antibiotic Resistance Mechanisms.	2021-03-16 00:00:00	sars-cov-2 beta variant
57	pmid33959193	Safety of fecal microbiota transplantation for Clostridioides difficile infection focusing on pathobionts and SARS-CoV-2.	2021-05-08 00:00:00	sars-cov-2 beta variant
87	2021.03.01.21252696	Genetic variation of IFNL4 is associated with COVID-19	2021-03-03 00:00:00	sars-cov-2 lambda variant
19	pmid32721808	Prior infection with intestinal coronaviruses moderates symptom severity and mortality in patients with COVID-19: A hypothesis and preliminary evidence.	2020-10-13 00:00:00	sars-cov-2 beta variant
44	2020.06.17.156455	Multi-level proteomics reveals host-perturbation strategies of SARS-CoV-2 and SARS-CoV	2020-06-17 00:00:00	sars-cov-2 beta variant
47	pmid33900693	Molecular Insights into Severe Acute Respiratory Syndrome Coronavirus 2 Pathobiology: Dissecting the Interplay between Cellular Innate Immunity and Immune Evasion.	2021-04-28 00:00:00	sars-cov-2 beta variant
56	2021.05.04.21256637	Travel-driven emergence and spread of SARS-CoV-2 lineage B.1.620 with multiple VOC-like mutations and deletions in Europe	2021-05-08 00:00:00	sars-cov-2 delta variant
88	2021.03.18.436001	Dendritic cell deficiencies persist seven months after SARS-CoV-2 infection	2021-03-19 00:00:00	sars-cov-2 beta variant
23	2020.05.13.094482	Propagation, inactivation, and safety testing of SARS-CoV-2	2020-05-14 00:00:00	sars-cov-2 beta variant
46	pmid33121954	SARS-CoV-2 positive virus culture 7 weeks after onset of COVID-19 in an immunocompromised patient suffering from X chromosome-linked agammaglobulinemia.	2020-11-01 00:00:00	sars-cov-2 gamma variant
65	2021.03.31.21254660	Qualitatively distinct modes of Sputnik V vaccine-neutralization escape by SARS-CoV-2 Spike variants	2021-04-02 00:00:00	sars-cov-2 beta variant
11	pmid33306335	DEVELOPMENT, VALIDITY AND RELIABILITY STUDY OF A COMPLIANCE SCALE FOR THE COVID 19 OUTBREAK PREVENTION RECOMMENDATIONS.	2020-12-11 00:00:00	sars-cov-2 delta variant
57	pmid34020215	Efficacy and safety of lopinavir-ritonavir in COVID-19: A systematic review of randomized controlled trials.	2021-03-06 00:00:00	sars-cov-2 beta variant
9	2020.06.12.20129791	Dynamics of psychological responses to Covid-19 in India: A longitudinal study	2020-06-13 00:00:00	sars-cov-2 beta variant
26	pmid32489751	Managing Acute Portal Hypertensive Gastropathy Bleed During the Time of COVID-19 Pandemic: Novelty or Necessity?	2020-09-28 00:00:00	sars-cov-2 beta variant
29	2020.08.12.20173781	Analysis of the intestinal microbiota in COVID-19 patients and its correlation with the inflammatory factor IL-18 and SARS-CoV-2-specific IgA	2020-08-14 00:00:00	sars-cov-2 beta variant
45	pmid34060334	Convalescent-Phase Sera and Vaccine-Elicited Antibodies Largely Maintain Neutralizing Titer against Global SARS-CoV-2 Variant Spikes.	2021-06-01 00:00:00	cluster 5
47	pmid32951474	Potential alteration of COVID-19 by beta-mercaptoethanol.	2020-11-02 00:00:00	sars-cov-2 beta variant
71	pmid32517266	Propagation, Inactivation, and Safety Testing of SARS-CoV-2.	2020-06-01 00:00:00	sars-cov-2 beta variant
77	2020.10.19.20181057	Efficacy of stay-at-home policy and transmission of COVID-19 in Toronto, Canada: a mathematical modeling study	2020-10-21 00:00:00	sars-cov-2 gamma variant
93	figshare4321394	Additional file 19: Figure S6. of RNA sequencing-based analysis of the spleen transcriptome following infectious bronchitis virus infection of chickens selected for different mannose-binding lectin serum concentrations	2016-12-14 00:00:00	sars-cov-2 kappa variant
65	pmid33065785	Cross-cultural adaptation, validity, and reliability of the Chinese version of the Nurses' Perceptions of Disaster Core Competencies Scale (NPDCC).	2021-05-14 00:00:00	sars-cov-2 delta variant
73	2021.01.13.426626	A highly thermotolerant, trimeric SARS-CoV-2 receptor binding domain derivative elicits high titers of neutralizing antibodies	2021-01-14 00:00:00	sars-cov-2 beta variant
74	2021.07.05.21260005	Mathematical modelling of SARS-CoV-2 variant outbreaks reveals their probability of extinction	2021-07-06 00:00:00	cluster 5
76	pmid32796355	Liver injury in patients with severe acute respiratory syndrome coronavirus-2 infection: a systematic review and meta-analysis.	2020-08-15 00:00:00	sars-cov-2 gamma variant
6	pmid33127504	Performance evaluation of five ELISA kits for detecting anti-SARS-COV-2 IgG antibodies.	2020-10-15 00:00:00	sars-cov-2 kappa variant
25	pmid32624651	Preliminary considerations regarding the risk of COVID-19 and disease severity in chronic gastrointestinal conditions.	2020-09-28 00:00:00	sars-cov-2 beta variant
46	2021.03.10.21252851	Spread and sources of information and misinformation about COVID-19 early during the pandemic in a U.S. national cohort study	2021-03-12 00:00:00	sars-cov-2 beta variant
13	2021.01.07.425801	Fibrinolysis influences SARS-CoV-2 infection in ciliated cells	2021-01-08 00:00:00	sars-cov-2 gamma variant
51	pmid34154563	Estimating age-specific COVID-19 fatality risk and time to death by comparing population diagnosis and death patterns: Australian data.	2021-06-25 00:00:00	sars-cov-2 gamma variant
71	2021.07.06.451353	Receptor-binding domain recombinant protein RBD219-N1C1 on alum-CpG induces broad protection against SARS-CoV-2 variants of concern	2021-07-07 00:00:00	sars-cov-2 beta variant
71	2021.07.06.451353	Receptor-binding domain recombinant protein RBD219-N1C1 on alum-CpG induces broad protection against SARS-CoV-2 variants of concern	2021-07-07 00:00:00	sars-cov-2 kappa variant
77	2020.03.06.977876	Crystal structure of SARS-CoV-2 nucleocapsid protein RNA binding domain reveals potential unique drug targeting sites	2020-03-07 00:00:00	sars-cov-2 beta variant
84	pmid33219796	Detection and Characterization of Bat Sarbecovirus Phylogenetically Related to SARS-CoV-2, Japan.	2020-11-23 00:00:00	sars-cov-2 beta variant
93	2021.05.29.21258010	Rapid and sustained decline in CXCL-10 (IP-10) annotates clinical outcomes following TNF-α antagonist therapy in hospitalized patients with severe and critical COVID-19 respiratory failure	2021-06-02 00:00:00	sars-cov-2 gamma variant
42	pmid33173837	New putative animal reservoirs of SARS-CoV-2 in Italian fauna: A bioinformatic approach.	2020-10-10 00:00:00	sars-cov-2 beta variant
72	pmid34235501	Convergence of climate-driven hurricanes and COVID-19: The impact of 2020 hurricanes Eta and Iota on Nicaragua.	2021-07-08 00:00:00	sars-cov-2 iota variant
28	2021.07.08.451696	Therapeutic efficacy of CT-P59 against P.1 variant of SARS-CoV-2	2021-07-09 00:00:00	sars-cov-2 gamma variant
40	pmid33163739	Estimating effective reproduction number using generation time versus serial interval, with application to covid-19 in the Greater Toronto Area, Canada.	2020-11-17 00:00:00	sars-cov-2 gamma variant
78	pmid33833246	Self-sampling of capillary blood for SARS-CoV-2 serology.	2021-04-09 00:00:00	sars-cov-2 kappa variant
84	pmid34230972	Neutralization of Beta and Delta variant with sera of COVID-19 recovered cases and vaccinees of inactivated COVID-19 vaccine BBV152/Covaxin.	2021-06-29 00:00:00	sars-cov-2 beta variant
84	pmid34230972	Neutralization of Beta and Delta variant with sera of COVID-19 recovered cases and vaccinees of inactivated COVID-19 vaccine BBV152/Covaxin.	2021-06-29 00:00:00	sars-cov-2 delta variant
33	pmid33519091	Point-of-care test system for detection of immunoglobulin-G and -M against nucleocapsid protein and spike glycoprotein of SARS-CoV-2.	2020-12-13 00:00:00	sars-cov-2 kappa variant
35	pmid32549297	Cancer and SARS-CoV-2 Infection: Diagnostic and Therapeutic Challenges.	2020-06-09 00:00:00	sars-cov-2 beta variant
94	pmid34181887	Nuclear factor-kappa B and its role in inflammatory lung disease.	2021-06-14 00:00:00	sars-cov-2 kappa variant
14	2020.02.19.956235	Crystal structure of the 2019-nCoV spike receptor-binding domain bound with the ACE2 receptor	2020-02-20 00:00:00	sars-cov-2 beta variant
71	pmid32736274	Structural stability of the SARS-CoV-2 main protease: Can metal ions affect function?	2020-07-08 00:00:00	sars-cov-2 beta variant
85	pmid33818131	A randomised crossover study to compare the user seal check and quantitative fit test between two types of duckbill N95 particulate respirator masks: The Halyard Fluidshield® N95 and the BSN Medical ProShield® N-95 particulate respirator masks.	2021-04-05 00:00:00	sars-cov-2 kappa variant
