	_id	topicCategory
11448	pmid32587158	Behavioral Research
11449	pmid32944456	Behavioral Research
11450	pmid32854948	Behavioral Research
11451	pmid32415914	Behavioral Research
11452	pmid33720988	Behavioral Research
11453	pmid33373808	Behavioral Research
11454	pmid33612122	Behavioral Research
11455	pmid32894685	Behavioral Research
11456	pmid32724239	Behavioral Research
11457	pmid32886958	Behavioral Research
11458	pmid32816825	Behavioral Research
11459	pmid33176112	Behavioral Research
11460	pmid32555087	Behavioral Research
11461	pmid33086558	Behavioral Research
11462	pmid33799609	Behavioral Research
11463	pmid33367863	Behavioral Research
11464	pmid33213971	Behavioral Research
11465	pmid32632997	Behavioral Research
11466	pmid32844985	Behavioral Research
11467	pmid32474966	Behavioral Research
11468	pmid32334904	Behavioral Research
11469	pmid33124705	Behavioral Research
11470	pmid33132942	Behavioral Research
11471	pmid33531212	Behavioral Research
11472	pmid33169271	Behavioral Research
11473	pmid33415689	Behavioral Research
11474	pmid33434045	Behavioral Research
11475	pmid32759103	Behavioral Research
11476	pmid33102148	Behavioral Research
11477	pmid33464187	Behavioral Research
11478	pmid32837010	Behavioral Research
11479	pmid32567874	Behavioral Research
11480	pmid32873348	Behavioral Research
11481	pmid32889042	Behavioral Research
11482	pmid32669824	Behavioral Research
11483	pmid32837860	Behavioral Research
11484	pmid33360006	Behavioral Research
11485	pmid32542349	Behavioral Research
11486	pmid33632475	Behavioral Research
11487	pmid33415893	Behavioral Research
11488	pmid32799107	Behavioral Research
11489	pmid32732383	Behavioral Research
11490	pmid33050945	Behavioral Research
11491	pmid33192719	Behavioral Research
11492	pmid33585300	Behavioral Research
11493	pmid33652248	Behavioral Research
11494	pmid32668462	Behavioral Research
11495	pmid32658812	Behavioral Research
11496	pmid33518960	Behavioral Research
11497	pmid32471705	Behavioral Research
11498	pmid33568377	Behavioral Research
11499	pmid33159043	Behavioral Research
11500	pmid33132063	Behavioral Research
11501	pmid33825992	Behavioral Research
11502	pmid33276898	Behavioral Research
11503	pmid33383468	Behavioral Research
11504	pmid32618968	Behavioral Research
11505	pmid32314806	Behavioral Research
11506	pmid33652653	Behavioral Research
11507	pmid32863754	Behavioral Research
11508	pmid32566934	Behavioral Research
11509	pmid32825092	Behavioral Research
11510	pmid32376079	Behavioral Research
11511	pmid33761325	Behavioral Research
11512	pmid33673087	Behavioral Research
11513	pmid32593121	Behavioral Research
11514	pmid32761102	Behavioral Research
11515	pmid33757610	Behavioral Research
11516	pmid33246643	Behavioral Research
11517	pmid33654695	Behavioral Research
11518	pmid33801333	Behavioral Research
11519	pmid33230424	Behavioral Research
11520	pmid32933594	Behavioral Research
11521	pmid33251825	Behavioral Research
11522	pmid32564418	Behavioral Research
11523	pmid32478555	Behavioral Research
11524	pmid32527700	Behavioral Research
11525	pmid33271687	Behavioral Research
11526	pmid32584110	Behavioral Research
11527	pmid32268933	Behavioral Research
11528	pmid33418284	Behavioral Research
11529	pmid32899958	Behavioral Research
11530	pmid33253395	Behavioral Research
11531	pmid33410626	Behavioral Research
11532	pmid33716562	Behavioral Research
11533	pmid33430852	Behavioral Research
11534	pmid32847456	Behavioral Research
11535	pmid33454769	Behavioral Research
11536	pmid33375208	Behavioral Research
11537	pmid33193767	Behavioral Research
11538	pmid32960177	Behavioral Research
11539	pmid32204411	Behavioral Research
11540	pmid33799848	Behavioral Research
11541	pmid33550698	Behavioral Research
11542	pmid32897868	Behavioral Research
11543	pmid32525388	Behavioral Research
11544	pmid33462849	Behavioral Research
11545	pmid33017180	Behavioral Research
11546	pmid32969190	Behavioral Research
11547	pmid33643089	Behavioral Research
11548	pmid33776062	Behavioral Research
11549	pmid32974994	Behavioral Research
11550	pmid32981561	Behavioral Research
11551	pmid32193330	Behavioral Research
11552	pmid33009366	Behavioral Research
11553	pmid33763671	Behavioral Research
11554	pmid32755113	Behavioral Research
11555	pmid33318328	Behavioral Research
11556	pmid33787602	Behavioral Research
11557	pmid33737262	Behavioral Research
11558	pmid32961219	Behavioral Research
11559	pmid33748886	Behavioral Research
11560	pmid33008868	Behavioral Research
11561	pmid32493475	Behavioral Research
11562	pmid33781354	Behavioral Research
11563	pmid32589265	Behavioral Research
11564	pmid32580818	Behavioral Research
11565	pmid32491094	Behavioral Research
11566	pmid32224344	Behavioral Research
11567	pmid33291050	Behavioral Research
11568	pmid32801615	Behavioral Research
11569	pmid32096116	Behavioral Research
11570	pmid32859571	Behavioral Research
11571	pmid32662615	Behavioral Research
11572	pmid33053656	Behavioral Research
11573	pmid32525098	Behavioral Research
11574	pmid33503907	Behavioral Research
11575	pmid32479239	Behavioral Research
11576	pmid33643421	Behavioral Research
11577	pmid33098908	Behavioral Research
11578	pmid33071442	Behavioral Research
11579	pmid32837445	Behavioral Research
11580	pmid33215147	Behavioral Research
11581	pmid32827597	Behavioral Research
11582	pmid33437225	Behavioral Research
11583	pmid33403989	Behavioral Research
11584	pmid33522343	Behavioral Research
11585	pmid32922735	Behavioral Research
11586	pmid33835509	Behavioral Research
11587	pmid32446705	Behavioral Research
11588	pmid33323693	Behavioral Research
11589	pmid32588125	Behavioral Research
11590	pmid33608182	Behavioral Research
11591	pmid32678526	Behavioral Research
11592	pmid32283903	Behavioral Research
11593	pmid32815434	Behavioral Research
11594	pmid32837103	Behavioral Research
11595	pmid32904925	Behavioral Research
11596	pmid32831934	Behavioral Research
11597	pmid32890365	Behavioral Research
11598	pmid32344657	Behavioral Research
11599	pmid32425275	Behavioral Research
11600	pmid32367999	Behavioral Research
11601	pmid33460391	Behavioral Research
11602	pmid33722411	Behavioral Research
11603	pmid32836720	Behavioral Research
11604	pmid33767120	Behavioral Research
11605	pmid33216346	Behavioral Research
11606	pmid32816518	Behavioral Research
11607	pmid33493852	Behavioral Research
11608	pmid33088103	Behavioral Research
11609	pmid33682695	Behavioral Research
11610	pmid33215152	Behavioral Research
11611	pmid33494979	Behavioral Research
11612	pmid33818330	Behavioral Research
11613	pmid32363350	Behavioral Research
11614	pmid32329589	Behavioral Research
11615	pmid32564126	Behavioral Research
11616	pmid32607852	Behavioral Research
11617	pmid33605238	Behavioral Research
11618	pmid33250988	Behavioral Research
11619	pmid32234102	Behavioral Research
11620	pmid33007992	Behavioral Research
11621	pmid33496797	Behavioral Research
11622	pmid33238229	Behavioral Research
11623	pmid32651328	Behavioral Research
11624	pmid33301544	Behavioral Research
11625	pmid33460562	Behavioral Research
11626	pmid32681098	Behavioral Research
11627	pmid33221114	Behavioral Research
11628	pmid32862216	Behavioral Research
11629	pmid33165103	Behavioral Research
11630	pmid33362631	Behavioral Research
11631	pmid33393754	Behavioral Research
11632	pmid32676778	Behavioral Research
11633	pmid33097011	Behavioral Research
11634	pmid33275271	Behavioral Research
11635	pmid32731774	Behavioral Research
11636	pmid32883631	Behavioral Research
11637	pmid33573826	Behavioral Research
11638	pmid32768110	Behavioral Research
11639	pmid33215463	Behavioral Research
11640	pmid32880617	Behavioral Research
11641	pmid33225558	Behavioral Research
11642	pmid33480597	Behavioral Research
11643	pmid32461491	Behavioral Research
11644	pmid33672294	Behavioral Research
11645	pmid33491299	Behavioral Research
11646	pmid33480882	Behavioral Research
11647	pmid33394473	Behavioral Research
11648	pmid32544375	Behavioral Research
11649	pmid32915172	Behavioral Research
11650	pmid32474983	Behavioral Research
11651	pmid32790605	Behavioral Research
11652	pmid32335508	Behavioral Research
11653	pmid33653611	Behavioral Research
11654	pmid33528378	Behavioral Research
11655	pmid33777887	Behavioral Research
11656	pmid33242804	Behavioral Research
11657	pmid33373680	Behavioral Research
11658	pmid33254029	Behavioral Research
11659	pmid32538653	Behavioral Research
11660	pmid33052058	Behavioral Research
11661	pmid32921271	Behavioral Research
11662	pmid32801956	Behavioral Research
11663	pmid32679362	Behavioral Research
11664	pmid32572299	Behavioral Research
11665	pmid32525378	Behavioral Research
11666	pmid32909462	Behavioral Research
11667	pmid33049102	Behavioral Research
11668	pmid32434094	Behavioral Research
11669	pmid33274049	Behavioral Research
11670	pmid33511555	Behavioral Research
11671	pmid33322829	Behavioral Research
11672	pmid33173820	Behavioral Research
11673	pmid33028615	Behavioral Research
11674	pmid33644689	Behavioral Research
11675	pmid32644258	Behavioral Research
11676	pmid32315885	Behavioral Research
11677	pmid32978766	Behavioral Research
11678	pmid33558860	Behavioral Research
11679	pmid32821538	Behavioral Research
11680	pmid33013092	Behavioral Research
11681	pmid33754127	Behavioral Research
11682	pmid32836301	Behavioral Research
11683	pmid33706071	Behavioral Research
11684	pmid32841362	Behavioral Research
11685	pmid33471315	Behavioral Research
11686	pmid32980914	Behavioral Research
11687	pmid33368731	Behavioral Research
11688	pmid33210012	Behavioral Research
11689	pmid32292688	Behavioral Research
11690	pmid33030355	Behavioral Research
11691	pmid32784244	Behavioral Research
11692	pmid33172326	Behavioral Research
11693	pmid33006571	Behavioral Research
11694	pmid32696967	Behavioral Research
11695	pmid33740413	Behavioral Research
11696	pmid33307818	Behavioral Research
11697	pmid33088078	Behavioral Research
11698	pmid32527056	Behavioral Research
11699	pmid32395095	Behavioral Research
11700	pmid33071411	Behavioral Research
11701	pmid33230505	Behavioral Research
11702	pmid33675623	Behavioral Research
11703	pmid32643133	Behavioral Research
11704	pmid33264677	Behavioral Research
11705	pmid33163628	Behavioral Research
11706	pmid33250208	Behavioral Research
11707	pmid33689088	Behavioral Research
11708	pmid33746827	Behavioral Research
11709	pmid33014665	Behavioral Research
11710	pmid32501147	Behavioral Research
11711	pmid32344331	Behavioral Research
11712	pmid32237302	Behavioral Research
11713	pmid32696034	Behavioral Research
11714	pmid33599071	Behavioral Research
11715	pmid33474653	Behavioral Research
11716	pmid33083692	Behavioral Research
11717	pmid32454983	Behavioral Research
11718	pmid33562872	Behavioral Research
11719	pmid32426529	Behavioral Research
11720	pmid33131830	Behavioral Research
11721	pmid33193792	Behavioral Research
11722	pmid32553678	Behavioral Research
11723	pmid32678915	Behavioral Research
11724	pmid33407750	Behavioral Research
11725	pmid32688099	Behavioral Research
11726	pmid33281237	Behavioral Research
11727	pmid33506639	Behavioral Research
11728	pmid33768745	Behavioral Research
11729	pmid32975297	Behavioral Research
11730	pmid32942812	Behavioral Research
11731	pmid32302447	Behavioral Research
11732	pmid33716426	Behavioral Research
11733	pmid33500285	Behavioral Research
11734	pmid33780375	Behavioral Research
11735	pmid33397686	Behavioral Research
11736	pmid33250671	Behavioral Research
11737	pmid32525380	Behavioral Research
11738	pmid32921343	Behavioral Research
11739	pmid32492088	Behavioral Research
11740	pmid32590533	Behavioral Research
11741	pmid33294893	Behavioral Research
11742	pmid32622172	Behavioral Research
11743	pmid32802587	Behavioral Research
11744	pmid32793618	Behavioral Research
11745	pmid32722711	Behavioral Research
11746	pmid32282441	Behavioral Research
11747	pmid32693678	Behavioral Research
11748	pmid32893725	Behavioral Research
11749	pmid33248863	Behavioral Research
11750	pmid33741762	Behavioral Research
11751	pmid32538544	Behavioral Research
11752	pmid33007626	Behavioral Research
11753	pmid32535189	Behavioral Research
11754	pmid32674661	Behavioral Research
11755	pmid33571103	Behavioral Research
11756	pmid33200740	Behavioral Research
11757	pmid32540735	Behavioral Research
11758	pmid32483500	Behavioral Research
11759	pmid33585952	Behavioral Research
11760	pmid33719898	Behavioral Research
11761	pmid33110564	Behavioral Research
11762	pmid32475734	Behavioral Research
11763	pmid33410297	Behavioral Research
11764	pmid33250574	Behavioral Research
11765	pmid32729446	Behavioral Research
11766	pmid33571104	Behavioral Research
11767	pmid33041885	Behavioral Research
11768	pmid32425732	Behavioral Research
11769	pmid32968286	Behavioral Research
11770	pmid32064854	Behavioral Research
11771	pmid33344130	Behavioral Research
11772	pmid32572298	Behavioral Research
11773	pmid32811576	Behavioral Research
11774	pmid32943507	Behavioral Research
11775	pmid33329182	Behavioral Research
11776	pmid32837152	Behavioral Research
11777	pmid32433365	Behavioral Research
11778	pmid33671816	Behavioral Research
11779	pmid32515125	Behavioral Research
11780	pmid33189517	Behavioral Research
11781	pmid32470231	Behavioral Research
11782	pmid32421214	Behavioral Research
11783	pmid32634711	Behavioral Research
11784	pmid33316831	Behavioral Research
11785	pmid33289371	Behavioral Research
11786	pmid32325383	Behavioral Research
11787	pmid32902653	Behavioral Research
11788	pmid33816419	Behavioral Research
11789	pmid33609346	Behavioral Research
11790	pmid33759704	Behavioral Research
11791	pmid33100406	Behavioral Research
11792	pmid33306812	Behavioral Research
11793	pmid32975191	Behavioral Research
11794	pmid32981212	Behavioral Research
11795	pmid33192744	Behavioral Research
11796	pmid33074954	Behavioral Research
11797	pmid33373993	Behavioral Research
11798	pmid32885897	Behavioral Research
11799	pmid32474914	Behavioral Research
11800	pmid33132938	Behavioral Research
11801	pmid33833520	Behavioral Research
11802	pmid33456342	Behavioral Research
11803	pmid32379592	Behavioral Research
11804	pmid33829729	Behavioral Research
11805	pmid32325391	Behavioral Research
11806	pmid33815223	Behavioral Research
11807	pmid32943290	Behavioral Research
11808	pmid32796808	Behavioral Research
11809	pmid33589848	Behavioral Research
11810	pmid33130512	Behavioral Research
11811	pmid33083202	Behavioral Research
11812	pmid32564637	Behavioral Research
11813	pmid33329143	Behavioral Research
11814	pmid33437113	Behavioral Research
11815	pmid32435920	Behavioral Research
11816	pmid33678543	Behavioral Research
11817	pmid33637734	Behavioral Research
11818	pmid32427142	Behavioral Research
11819	pmid32303110	Behavioral Research
11820	pmid33132205	Behavioral Research
11821	pmid33432419	Behavioral Research
11822	pmid33426476	Behavioral Research
11823	pmid32836465	Behavioral Research
11824	pmid33472411	Behavioral Research
11825	pmid32517839	Behavioral Research
11826	pmid32426445	Behavioral Research
11827	pmid32298803	Behavioral Research
11828	pmid33648521	Behavioral Research
11829	pmid32240625	Behavioral Research
11830	pmid33679207	Behavioral Research
11831	pmid33471128	Behavioral Research
11832	pmid33576420	Behavioral Research
11833	pmid33673149	Behavioral Research
11834	pmid33643107	Behavioral Research
11835	pmid32675211	Behavioral Research
11836	pmid33785043	Behavioral Research
11837	pmid33507016	Behavioral Research
11838	pmid32979294	Behavioral Research
11839	pmid33143519	Behavioral Research
11840	pmid33571800	Behavioral Research
11841	pmid33649391	Behavioral Research
11842	pmid33814065	Behavioral Research
11843	pmid33729511	Behavioral Research
11844	pmid32917841	Behavioral Research
11845	pmid33271701	Behavioral Research
11846	pmid32509977	Behavioral Research
11847	pmid33738487	Behavioral Research
11848	pmid33324768	Behavioral Research
11849	pmid33124003	Behavioral Research
11850	pmid32573400	Behavioral Research
11851	pmid33551879	Behavioral Research
11852	pmid33788999	Behavioral Research
11853	pmid32393411	Behavioral Research
11854	pmid32544705	Behavioral Research
11855	pmid33751113	Behavioral Research
11856	pmid33017237	Behavioral Research
11857	pmid33657560	Behavioral Research
11858	pmid33329250	Behavioral Research
11859	pmid33516081	Behavioral Research
11860	pmid32344202	Behavioral Research
11861	pmid32312872	Behavioral Research
11862	pmid32475365	Behavioral Research
11863	pmid33368577	Behavioral Research
11864	pmid32561897	Behavioral Research
11865	pmid33665771	Behavioral Research
11866	pmid33072712	Behavioral Research
11867	pmid32589829	Behavioral Research
11868	pmid33804912	Behavioral Research
11869	pmid33662655	Behavioral Research
11870	pmid33240499	Behavioral Research
11871	pmid33047207	Behavioral Research
11872	pmid33461639	Behavioral Research
11873	pmid33409015	Behavioral Research
11874	pmid33530091	Behavioral Research
11875	pmid32512134	Behavioral Research
11876	pmid32731814	Behavioral Research
11877	pmid32519138	Behavioral Research
11878	pmid33761161	Behavioral Research
11879	pmid33271693	Behavioral Research
11880	pmid33192820	Behavioral Research
11881	pmid33362364	Behavioral Research
11882	pmid32500177	Behavioral Research
11883	pmid33582761	Behavioral Research
11884	pmid32616415	Behavioral Research
11885	pmid32525391	Behavioral Research
11886	pmid32900271	Behavioral Research
11887	pmid32960100	Behavioral Research
11888	pmid32550954	Behavioral Research
11889	pmid33122394	Behavioral Research
11890	pmid32770772	Behavioral Research
11891	pmid32380272	Behavioral Research
11892	pmid33324530	Behavioral Research
11893	pmid33512848	Behavioral Research
11894	pmid33756377	Behavioral Research
11895	pmid33032876	Behavioral Research
11896	pmid32569372	Behavioral Research
11897	pmid33051440	Behavioral Research
11898	pmid33720811	Behavioral Research
11899	pmid32839921	Behavioral Research
11900	pmid32450049	Behavioral Research
11901	pmid32684015	Behavioral Research
11902	pmid33816414	Behavioral Research
11903	pmid32658829	Behavioral Research
11904	pmid33735777	Behavioral Research
11905	pmid33814165	Behavioral Research
11906	pmid32392566	Behavioral Research
11907	pmid33452498	Behavioral Research
11908	pmid33059486	Behavioral Research
11909	pmid33402396	Behavioral Research
11910	pmid33779676	Behavioral Research
11911	pmid32464517	Behavioral Research
11912	pmid32563951	Behavioral Research
11913	pmid32930657	Behavioral Research
11914	pmid33583490	Behavioral Research
11915	pmid33329941	Behavioral Research
11916	pmid33228105	Behavioral Research
11917	pmid33456320	Behavioral Research
11918	pmid33188617	Behavioral Research
11919	pmid33402799	Behavioral Research
11920	pmid32980677	Behavioral Research
11921	pmid33375144	Behavioral Research
11922	pmid33335744	Behavioral Research
11923	pmid33174465	Behavioral Research
11924	pmid33519086	Behavioral Research
11925	pmid33671943	Behavioral Research
11926	pmid33805097	Behavioral Research
11927	pmid32969629	Behavioral Research
11928	pmid33605621	Behavioral Research
11929	pmid32406115	Behavioral Research
11930	pmid33821035	Behavioral Research
11931	pmid32942798	Behavioral Research
11932	pmid33136711	Behavioral Research
11933	pmid33087169	Behavioral Research
11934	pmid32837427	Behavioral Research
11935	pmid33212440	Behavioral Research
11936	pmid33347488	Behavioral Research
11937	pmid33187242	Behavioral Research
11938	pmid33277287	Behavioral Research
11939	pmid33347846	Behavioral Research
11940	pmid33091290	Behavioral Research
11941	pmid32725841	Behavioral Research
11942	pmid33528767	Behavioral Research
11943	pmid33584458	Behavioral Research
11944	pmid33280502	Behavioral Research
11945	pmid32863535	Behavioral Research
11946	pmid33724169	Behavioral Research
11947	pmid33614921	Behavioral Research
11948	pmid33835950	Behavioral Research
11949	pmid33626977	Behavioral Research
11950	pmid32837441	Behavioral Research
11951	pmid33598679	Behavioral Research
11952	pmid33776275	Behavioral Research
11953	pmid32837129	Behavioral Research
11954	pmid33520631	Behavioral Research
11955	pmid33134211	Behavioral Research
11956	pmid33150970	Behavioral Research
11957	pmid33523608	Behavioral Research
11958	pmid32762806	Behavioral Research
11959	pmid32808660	Behavioral Research
11960	pmid33627195	Behavioral Research
11961	pmid33774511	Behavioral Research
11962	pmid33273107	Behavioral Research
11963	pmid32887592	Behavioral Research
11964	pmid33335430	Behavioral Research
11965	pmid33348199	Behavioral Research
11966	pmid33614578	Behavioral Research
11967	pmid33315880	Behavioral Research
11968	pmid33507674	Behavioral Research
11969	pmid33095518	Behavioral Research
11970	pmid32742836	Behavioral Research
11971	pmid33299463	Behavioral Research
11972	pmid33519545	Behavioral Research
11973	pmid33201740	Behavioral Research
11974	pmid32586209	Behavioral Research
11975	pmid33368805	Behavioral Research
11976	pmid33478791	Behavioral Research
11977	pmid32863392	Behavioral Research
11978	pmid32732779	Behavioral Research
11979	pmid33568568	Behavioral Research
11980	pmid33020694	Behavioral Research
11981	pmid33287344	Behavioral Research
11982	pmid33029818	Behavioral Research
11983	pmid33593505	Behavioral Research
11984	pmid33230852	Behavioral Research
11985	pmid33424652	Behavioral Research
11986	pmid33275635	Behavioral Research
11987	pmid33582230	Behavioral Research
11988	pmid32924344	Behavioral Research
11989	pmid33131217	Behavioral Research
11990	pmid33010997	Behavioral Research
11991	pmid33819756	Behavioral Research
11992	pmid33441249	Behavioral Research
11993	pmid33283868	Behavioral Research
11994	pmid32940329	Behavioral Research
11995	pmid32698209	Behavioral Research
11996	pmid33316228	Behavioral Research
11997	pmid33412833	Behavioral Research
11998	pmid32993538	Behavioral Research
11999	pmid33316758	Behavioral Research
12000	pmid32574942	Behavioral Research
12001	pmid33561622	Behavioral Research
12002	pmid32591913	Behavioral Research
12003	pmid33601955	Behavioral Research
12004	pmid32660664	Behavioral Research
12005	pmid33766076	Behavioral Research
12006	pmid33815178	Behavioral Research
12007	pmid33531728	Behavioral Research
12008	pmid33220195	Behavioral Research
12009	pmid33294715	Behavioral Research
12010	pmid33607513	Behavioral Research
12011	pmid33576733	Behavioral Research
12012	pmid33551485	Behavioral Research
12013	pmid33723492	Behavioral Research
12014	pmid33612199	Behavioral Research
12015	pmid32876262	Behavioral Research
12016	pmid32809916	Behavioral Research
12017	pmid33710264	Behavioral Research
12018	pmid32407859	Behavioral Research
12019	pmid32837171	Behavioral Research
12020	pmid32723403	Behavioral Research
12021	pmid32912595	Behavioral Research
12022	pmid33300362	Behavioral Research
12023	pmid32948375	Behavioral Research
12024	pmid32975150	Behavioral Research
12025	pmid32425431	Behavioral Research
12026	pmid33112180	Behavioral Research
12027	pmid33101675	Behavioral Research
12028	pmid33801095	Behavioral Research
12029	pmid33384623	Behavioral Research
12030	pmid33442258	Behavioral Research
12031	pmid32904494	Behavioral Research
12032	pmid33827499	Behavioral Research
12033	pmid33676596	Behavioral Research
12034	pmid33804558	Behavioral Research
12035	pmid33444360	Behavioral Research
12036	pmid32462344	Behavioral Research
12037	pmid33129313	Behavioral Research
12038	pmid33004262	Behavioral Research
12039	pmid33541147	Behavioral Research
12040	pmid33198693	Behavioral Research
12041	pmid33227555	Behavioral Research
12042	pmid33828510	Behavioral Research
12043	pmid33606424	Behavioral Research
12044	pmid32865082	Behavioral Research
12045	pmid32787771	Behavioral Research
12046	pmid32836898	Behavioral Research
12047	pmid32834179	Behavioral Research
12048	pmid33722315	Behavioral Research
12049	pmid33742413	Behavioral Research
12050	pmid33169169	Behavioral Research
12051	pmid32672411	Behavioral Research
12052	pmid33304039	Behavioral Research
12053	pmid33568097	Behavioral Research
12054	pmid33750955	Behavioral Research
12055	pmid33288977	Behavioral Research
12056	pmid33187329	Behavioral Research
12057	pmid33126035	Behavioral Research
12058	pmid32406356	Behavioral Research
12059	pmid32749531	Behavioral Research
12060	pmid33704896	Behavioral Research
12061	pmid33678681	Behavioral Research
12062	pmid33613130	Behavioral Research
12063	pmid33154049	Behavioral Research
12064	pmid33762159	Behavioral Research
12065	pmid33418595	Behavioral Research
12066	pmid33244969	Behavioral Research
12067	pmid33435462	Behavioral Research
12068	pmid33291765	Behavioral Research
12069	pmid33142144	Behavioral Research
12070	pmid32579455	Behavioral Research
12071	pmid33672447	Behavioral Research
12072	pmid32990602	Behavioral Research
12073	pmid32470824	Behavioral Research
12074	pmid33613013	Behavioral Research
12075	pmid32744640	Behavioral Research
12076	pmid33290246	Behavioral Research
12077	pmid32503172	Behavioral Research
12078	pmid32858727	Behavioral Research
12079	pmid32994041	Behavioral Research
12080	pmid33069850	Behavioral Research
12081	pmid33582678	Behavioral Research
12082	pmid33007131	Behavioral Research
12083	pmid32302216	Behavioral Research
12084	pmid33325427	Behavioral Research
12085	pmid33172353	Behavioral Research
12086	pmid33325672	Behavioral Research
12087	pmid32817712	Behavioral Research
12088	pmid33771088	Behavioral Research
12089	pmid33352883	Behavioral Research
12090	pmid32397006	Behavioral Research
12091	pmid33029269	Behavioral Research
12092	pmid33766845	Behavioral Research
12093	pmid33391125	Behavioral Research
12094	pmid32722963	Behavioral Research
12095	pmid33614044	Behavioral Research
12096	pmid33632035	Behavioral Research
12097	pmid33803913	Behavioral Research
12098	pmid32506699	Behavioral Research
12099	pmid33363484	Behavioral Research
12100	pmid33278139	Behavioral Research
12101	pmid33792054	Behavioral Research
12102	pmid32837288	Behavioral Research
12103	pmid33051999	Behavioral Research
12104	pmid33686379	Behavioral Research
12105	pmid33043280	Behavioral Research
12106	pmid33589305	Behavioral Research
12107	pmid33172735	Behavioral Research
12108	pmid33240124	Behavioral Research
12109	pmid32872336	Behavioral Research
12110	pmid33256956	Behavioral Research
12111	pmid33358617	Behavioral Research
12112	pmid33583237	Behavioral Research
12113	pmid33230351	Behavioral Research
12114	pmid32953741	Behavioral Research
12115	pmid33173841	Behavioral Research
12116	pmid33065579	Behavioral Research
12117	pmid32767191	Behavioral Research
12118	pmid32889754	Behavioral Research
12119	pmid32867024	Behavioral Research
12120	pmid32913866	Behavioral Research
12121	pmid33388758	Behavioral Research
12122	pmid32834908	Behavioral Research
12123	pmid33233325	Behavioral Research
12124	pmid32335465	Behavioral Research
12125	pmid32812477	Behavioral Research
12126	pmid33515588	Behavioral Research
12127	pmid33200990	Behavioral Research
12128	pmid33101092	Behavioral Research
12129	pmid33192199	Behavioral Research
12130	pmid33255406	Behavioral Research
12131	pmid33432753	Behavioral Research
12132	pmid32836299	Behavioral Research
12133	pmid33613405	Behavioral Research
12134	pmid33756152	Behavioral Research
12135	pmid32401227	Behavioral Research
12136	pmid32292244	Behavioral Research
12137	pmid33688857	Behavioral Research
12138	pmid33158059	Behavioral Research
12139	pmid33806900	Behavioral Research
12140	pmid33424112	Behavioral Research
12141	pmid33043977	Behavioral Research
12142	pmid33678355	Behavioral Research
12143	pmid33403679	Behavioral Research
12144	pmid32877985	Behavioral Research
12145	pmid32633175	Behavioral Research
12146	pmid33312005	Behavioral Research
12147	pmid33298296	Behavioral Research
12148	pmid33427487	Behavioral Research
12149	pmid32302286	Behavioral Research
12150	pmid32207674	Behavioral Research
12151	pmid32382162	Behavioral Research
12152	pmid32629963	Behavioral Research
12153	pmid32717367	Behavioral Research
12154	pmid32771837	Behavioral Research
12155	pmid32441496	Behavioral Research
12156	pmid33643165	Behavioral Research
12157	pmid33716829	Behavioral Research
12158	pmid33519645	Behavioral Research
12159	pmid33758786	Behavioral Research
12160	pmid33167918	Behavioral Research
12161	pmid33152038	Behavioral Research
12162	pmid32418648	Behavioral Research
12163	pmid32992061	Behavioral Research
12164	pmid33716474	Behavioral Research
12165	pmid32868370	Behavioral Research
12166	pmid33438218	Behavioral Research
12167	pmid32879118	Behavioral Research
12168	pmid32406395	Behavioral Research
12169	pmid32407798	Behavioral Research
12170	pmid32689925	Behavioral Research
12171	pmid32747166	Behavioral Research
12172	pmid32716895	Behavioral Research
12173	pmid33221126	Behavioral Research
12174	pmid33649750	Behavioral Research
12175	pmid33509850	Behavioral Research
12176	pmid33402800	Behavioral Research
12177	pmid32276196	Behavioral Research
12178	pmid32224612	Behavioral Research
12179	pmid33661521	Behavioral Research
12180	pmid32498126	Behavioral Research
12181	pmid33229502	Behavioral Research
12182	pmid33153074	Behavioral Research
12183	pmid33068161	Behavioral Research
12184	pmid32946364	Behavioral Research
12185	pmid33154682	Behavioral Research
12186	pmid33795050	Behavioral Research
12187	pmid33090433	Behavioral Research
12188	pmid33569593	Behavioral Research
12189	pmid32461261	Behavioral Research
12190	pmid32921860	Behavioral Research
12191	pmid32596640	Behavioral Research
12192	pmid32078967	Behavioral Research
12193	pmid32653851	Behavioral Research
12194	pmid32342698	Behavioral Research
12195	pmid33759633	Behavioral Research
12196	pmid32371551	Behavioral Research
12197	pmid33185488	Behavioral Research
12198	pmid32302966	Behavioral Research
12199	pmid32334409	Behavioral Research
12200	pmid32836647	Behavioral Research
12201	pmid33679536	Behavioral Research
12202	pmid32972479	Behavioral Research
12203	pmid32502829	Behavioral Research
12204	pmid32435811	Behavioral Research
12205	pmid32480119	Behavioral Research
12206	pmid32551757	Behavioral Research
12207	pmid33200666	Behavioral Research
12208	pmid33742311	Behavioral Research
12209	pmid33766506	Behavioral Research
12210	pmid33613081	Behavioral Research
12211	pmid32929388	Behavioral Research
12212	pmid33585154	Behavioral Research
12213	pmid32493516	Behavioral Research
12214	pmid32815433	Behavioral Research
12215	pmid33669049	Behavioral Research
12216	pmid33541182	Behavioral Research
12217	pmid33097653	Behavioral Research
12218	pmid32838381	Behavioral Research
12219	pmid32406114	Behavioral Research
12220	pmid32773852	Behavioral Research
12221	pmid33020675	Behavioral Research
12222	pmid32419840	Behavioral Research
12223	pmid32776563	Behavioral Research
12224	pmid33271712	Behavioral Research
